,skeleton_id,node_id_src,node_id_dst,branch_distance,branch_type,mean_pixel_value,stdev_pixel_value,image_coord_src_0,image_coord_src_1,image_coord_src_2,image_coord_dst_0,image_coord_dst_1,image_coord_dst_2,coord_src_0,coord_src_1,coord_src_2,coord_dst_0,coord_dst_1,coord_dst_2,euclidean_distance,path_id,random_path_id,MANUAL_CLUSTER_ID
165,204,630,661,1.7320508075688772,1,1.0,0.0,23,3,30,24,2,29,23,3,30,24,2,29,1.7320508075688772,165,78,0
166,204,634,718,6.464101615137754,1,1.0,0.0,23,8,25,26,5,22,23,8,25,26,5,22,5.196152422706632,166,6,0
167,168,636,700,3.1462643699419726,1,1.0,0.0,23,12,13,25,12,14,23,12,13,25,12,14,2.23606797749979,167,48,0
168,191,637,668,1.7320508075688772,1,1.0,0.0,23,13,23,24,14,24,23,13,23,24,14,24,1.7320508075688772,168,113,0
169,168,642,701,2.414213562373095,1,1.0,0.0,23,16,10,25,17,10,23,16,10,25,17,10,2.23606797749979,169,106,0
170,145,646,674,1.7320508075688772,1,1.0,0.0,23,19,1,24,20,0,23,19,1,24,20,0,1.7320508075688772,170,192,0
171,214,651,655,1.0,0,1.0,0.0,23,29,0,23,30,0,23,29,0,23,30,0,1.0,171,219,0
172,215,654,709,2.732050807568877,0,1.0,0.0,23,29,30,25,30,31,23,29,30,25,30,31,2.449489742783178,172,139,0
173,204,661,687,3.1462643699419726,2,1.0,0.0,24,2,29,25,0,27,24,2,29,25,0,27,3.0,173,82,0
174,204,661,824,9.974691494688162,2,1.0,0.0,24,2,29,30,3,27,24,2,29,30,3,27,6.4031242374328485,174,124,0
175,186,662,663,1.0,1,1.0,0.0,24,3,2,24,3,3,24,3,2,24,3,3,1.0,175,81,0
176,186,663,763,6.196152422706632,1,1.0,0.0,24,3,3,28,4,6,24,3,3,28,4,6,5.0990195135927845,176,174,0
177,217,669,670,1.0,0,1.0,0.0,24,14,31,24,15,31,24,14,31,24,15,31,1.0,177,71,0
178,219,675,706,5.196152422706632,0,1.0,0.0,24,21,10,25,24,13,24,21,10,25,24,13,4.358898943540674,178,193,0
179,155,678,707,2.732050807568877,2,1.0,0.0,24,24,19,25,26,18,24,24,19,25,26,18,2.449489742783178,179,76,0
180,155,678,777,5.5604779323150675,2,1.0,0.0,24,24,19,28,23,18,24,24,19,28,23,18,4.242640687119285,180,23,0
181,222,683,818,6.5604779323150675,0,1.0,0.0,24,29,13,29,30,14,24,29,13,29,30,14,5.196152422706632,181,234,0
182,204,687,733,2.8284271247461903,1,1.0,0.0,25,0,27,27,0,27,25,0,27,27,0,27,2.0,182,228,0
