label,original_label,min_intensity,max_intensity,sum_intensity,area,mean_intensity,centroid_x,centroid_y,centroid_z,sum_distance_to_centroid,mean_distance_to_centroid,sum_distance_to_mass_center,mean_distance_to_mass_center,standard_deviation_intensity,max_distance_to_centroid,max_distance_to_mass_center,mean_max_distance_to_centroid_ratio,mean_max_distance_to_mass_center_ratio,avg_distance_of_2_nearest_neigbors,avg_distance_of_3_nearest_neigbors,avg_distance_of_4_nearest_neigbors,touching_neighbor_count
306,306,20,86,5442,96,56.6875,498.08334,447.4792,0,358.42545,3.7335985,359.03638,3.7399623,19.145992,6.431277,6.713285,1.7225411,1.795014,16.855211,18.489231,19.9222,1
307,307,21,69,6966,131,53.17557,499.80917,72.70992,0,572.8755,4.3730955,572.9111,4.373367,11.021479,7.4786277,7.4366813,1.7101451,1.7004477,15.925743,18.89778,22.436958,1
308,308,28,70,7368,134,54.985077,499.6045,247.16418,0,585.03485,4.365932,585.0683,4.3661814,9.826089,6.847248,6.8008323,1.5683359,1.5576156,31.22622,33.056076,34.24902,0
309,309,19,95,9581,152,63.032894,498.875,484.98026,0,727.7746,4.7879906,728.49335,4.7927194,18.755848,8.362837,8.260407,1.7466277,1.7235324,14.131531,17.842451,20.03132,1
310,310,17,206,28744,347,82.83573,497.69452,406.6023,0,2516.695,7.252723,2530.2104,7.2916727,53.251232,13.645064,14.748101,1.8813711,2.0225952,20.689526,22.736526,24.459007,0
311,311,18,111,6960,109,63.853207,504.5963,319.8899,0,430.58832,3.9503515,430.7638,3.9519613,30.671932,6.2984285,6.317596,1.594397,1.5985976,13.772856,17.665426,19.702566,0
312,312,21,83,8178,147,55.632652,504.97958,386.34692,0,673.5088,4.581692,673.68506,4.5828915,15.542823,7.392643,7.271536,1.613518,1.5866699,22.227535,22.733511,24.769611,0
313,313,21,99,5220,88,59.318184,506.1932,116.23864,0,311.71378,3.542202,311.7548,3.542668,22.9067,5.7960377,5.8381495,1.636281,1.6479527,23.497284,25.399366,29.325218,0
314,314,18,106,8255,135,61.148148,506.2148,492.58517,0,602.2569,4.461162,602.85736,4.46561,22.831594,7.7924175,7.8035436,1.7467237,1.7474754,14.073923,17.524006,20.079567,1
315,315,21,87,4914,86,57.139534,506.53488,280.2093,0,300.81494,3.497848,300.83182,3.4980445,17.570562,5.4988017,5.511876,1.5720527,1.5757021,25.171,26.305298,27.985151,0
316,316,17,92,8020,129,62.170544,507.13953,456.44186,0,579.1525,4.4895544,581.1563,4.505088,22.763401,8.486971,8.39065,1.8903816,1.862483,15.871534,20.048084,22.463806,1
317,317,20,78,1196,22,54.36364,509.54547,2.0909092,0,41.004997,1.8638636,41.214302,1.8733774,14.995591,3.2941349,3.3943217,1.767369,1.8118728,23.415009,26.488098,29.304659,0
318,318,16,97,3618,58,62.37931,509.24136,142.84483,0,197.12827,3.3987632,198.43053,3.421216,25.68498,7.067146,7.0716233,2.0793288,2.066991,30.642729,33.745975,35.55361,0
319,319,34,61,3250,64,50.78125,508.875,201.14062,0,214.77347,3.3558354,214.90363,3.3578691,6.2261267,6.497915,6.443265,1.9363031,1.9188553,27.801468,34.18363,38.051056,0
320,320,19,93,3342,58,57.62069,508.84482,308.68967,0,180.29927,3.108608,181.20303,3.1241903,21.087528,6.0841694,5.916947,1.9572005,1.8939137,12.168487,17.63696,21.205738,0
321,321,36,67,617,12,51.416668,510.58334,345,0,19.79222,1.6493516,19.837214,1.6531012,9.560843,3.0287957,3.1331432,1.8363554,1.8953124,20.053595,21.334785,22.454586,0
322,322,23,82,3550,61,58.196716,509.13113,362.9672,0,209.4674,3.4338918,210.40207,3.449214,16.54385,7.2134905,7.153982,2.1006749,2.0740905,18.286552,20.10619,21.840263,0
323,323,38,59,208,4,52,511,509.5,0,4,1,4,1,8.215838,1.5,1.6394655,1.5,1.6394655,21.100346,23.18485,28.64027,0
