Spot center intensity Center ch1,Aspect ratio between short and middle semi-axes,Aspect ratio between short and long semi-axes,Aspect ratio between middle and long semi-axes,Short semi-axis,Middle semi-axis,Long semi-axis,Volume,Spot intensity Mean ch1,Spot intensity Std ch1,Spot intensity Min ch1,Spot intensity Max ch1,Spot intensity Median ch1,Spot intensity Sum ch1,Spot quick mean Mean ch1,Spot radius
1255.8272371890976,0.7187713635876843,0.38718304911671475,0.5386734485137589,4.443202371518393,6.1816630386337845,11.475715121451529,1320.2913869924048,1067.9615384615386,300.1151468098048,469.0,2035.0,1034.0,416505.0,1067.9615384615386,6.805505567512835
1183.4688943473852,0.5986183429259783,0.333333039005284,0.5568373287326781,4.399593761374717,7.349580602341726,13.19879293844909,1787.7136645636099,1065.0770791075051,225.654112746879,499.0,1664.0,1051.0,525083.0,1065.0770791075051,7.528985316312454
1172.08744447115,0.6200071102531499,0.5138962645006109,0.828855437304237,4.242851048834826,6.84322966409605,8.256240299699206,1004.1297514816183,981.6794871794872,308.24477656374944,358.0,2034.0,973.0,306284.0,981.6794871794872,6.212032824883936
1271.611794291799,0.6365892812225514,0.34535824263139425,0.5425134428404821,4.242850930432552,6.664973878109098,12.285361710509418,1455.23382914511,1138.452380952381,278.42418852044347,474.0,1836.0,1142.0,478150.0,1138.452380952381,7.029882361528742
964.9515282554497,0.5126780140475666,0.41882230147365146,0.8169304904789477,4.242851970692192,8.275860977916906,10.130434687368515,1490.0051060020253,869.4216589861751,250.6131595552719,341.0,1812.0,858.0,377329.0,869.4216589861751,7.085432784032671
1460.6695889209145,0.6996706946468351,0.3893203002598292,0.5564336240441541,4.2428516266447875,6.064069367356316,10.898100160236039,1174.522685847869,1178.1195335276968,311.35684055627456,578.0,2180.0,1117.0,404095.0,1178.1195335276968,6.545220270989867
1196.0501414827554,0.8192280230663661,0.401451984495077,0.49003692890343814,4.5390523538505105,5.540645859330913,11.3065884069784,1191.0932855472365,1039.3248587570622,239.75542094645004,442.0,1736.0,1016.0,367921.0,1039.3248587570622,6.575857434132211
1208.498284001207,0.6950324704355569,0.34333529981859695,0.4939845466549765,4.249237544858414,6.113725222356214,12.376349146456894,1346.7844326771678,1078.351282051282,211.54116128094293,491.0,1703.0,1067.0,420557.0,1078.351282051282,6.850724342105234
1298.5973287208203,0.6953656821619377,0.43434869917919183,0.6246334990659492,4.242852655348687,6.101613531109817,9.768309801241712,1059.2797755368103,1112.4603174603174,299.1541166726474,436.0,2063.0,1086.0,350425.0,1112.4603174603174,6.323740263448954
1155.5752770725414,0.8554609408298459,0.4103804115705206,0.47971846753450614,4.6749788922918505,5.464865394972743,11.391817836530663,1219.1040235931705,1046.8798882681565,193.03249922448347,454.0,1583.0,1055.0,374783.0,1046.8798882681565,6.627006325271642
633.8951917248697,0.6805457453256936,0.5919503760137007,0.8698171725846391,7.6902824379742025,11.300169739939832,12.99143095365854,4729.038569906933,615.7583201267829,59.92222879100916,449.0,824.0,616.0,777087.0,615.7583201267829,10.412653473985513
1261.1807640159466,0.7109048985783242,0.33333369910308547,0.46888648505544134,4.360824940993431,6.134188904471271,13.082460467475325,1465.8982938460367,1107.2931442080378,311.58773060382094,524.0,2300.0,1052.0,468385.0,1107.2931442080378,7.047013065301099
1131.6397279728722,0.7197670705241583,0.34174175402343626,0.4747949274403017,4.331105671172016,6.017371242085249,12.673621587589187,1383.550230375854,988.7146401985111,216.3952769347306,486.0,1674.0,973.0,398452.0,988.7146401985111,6.912504715391444
1109.1176705698197,0.865839647829424,0.3409492309199473,0.3937787230865136,4.719010959640248,5.450213525645713,13.840802476390516,1491.1261388059297,987.9811764705883,209.22039616906605,368.0,1615.0,979.0,419892.0,987.9811764705883,7.087209290560405
1390.2774931282881,0.7942519282778573,0.5330211169898443,0.6710982976718374,4.341446916220485,5.466082941257517,8.144981085811658,809.6352381550832,1145.3346007604562,303.7493728522605,614.0,2137.0,1100.0,301223.0,1145.3346007604562,5.781851469828074
1173.3400497010457,0.9087434713469985,0.5735326995824932,0.6311271746826042,4.242851353609699,4.6689208642353925,7.397749695350082,613.8504403481516,987.75,267.06773125355875,443.0,1752.0,936.0,193599.0,987.75,5.272193250598752
1209.8937612101477,0.7377594066848366,0.36290685284091634,0.4919040673051648,4.515686577286488,6.120811929159912,12.443100872680356,1440.6220491685638,1038.0023980815347,201.20559112033024,613.0,1751.0,1011.0,432847.0,1038.0023980815347,7.006274512733287
1251.706800422952,0.7950656730483104,0.35599519108309696,0.4477557051585419,4.44261974747882,5.587739350443411,12.47943752824969,1297.653979288817,1138.6220472440946,283.4779838049397,565.0,2202.0,1133.0,433815.0,1138.6220472440946,6.766385926613327
1208.6635250604409,0.7551933355987454,0.3610557162837484,0.4780970637108311,4.651884139553213,6.159858569017994,12.88411713137749,1546.4750016039543,1064.8806306306305,233.67440194661762,460.0,1754.0,1056.0,472807.0,1064.8806306306305,7.173835793479364
1171.1696125509502,0.7379866991285091,0.4643617444220048,0.629227796341548,4.242852643024708,5.749226440036259,9.136955604096597,933.5927853504695,1042.7386759581882,216.36392387568722,498.0,1530.0,1045.0,299266.0,1042.7386759581882,6.0630287257512645
1046.724008332495,0.8127231612915884,0.46923007578464937,0.577355362973714,4.625741239124904,5.691656715890349,9.858151635718814,1087.186714658183,947.9090909090909,216.77379742120854,407.0,1600.0,960.0,312810.0,947.9090909090909,6.378793002478968
774.6829109647026,0.9468543370307414,0.5741983317150634,0.6064273133243524,4.242848882985291,4.480994295585656,7.389169645116168,588.4589894812493,625.9855072463768,195.3722251441336,286.0,1094.0,644.0,86386.0,625.9855072463768,5.198473855319575
901.0002523657972,0.6772984203124863,0.4940961471667599,0.729510260689517,4.242851651596638,6.264375531304364,8.58709721969286,956.0280195587486,783.9118644067796,173.60624487649508,382.0,1345.0,769.0,231254.0,783.9118644067796,6.111211822632106
1217.841712203294,1.0,0.3875161617802729,0.3875161617802729,4.242853706854918,4.242853706854918,10.948843236274298,825.6062313012882,1061.1553398058252,307.47632888566545,473.0,1647.0,1086.0,218598.0,1061.1553398058252,5.819622097884976
1300.4802359556709,0.6788600389403043,0.33333315049686224,0.4910189602811102,4.256525441774463,6.270107529703573,12.76958332956005,1427.5639038737181,1146.2141119221412,269.4681897066564,510.0,2052.0,1162.0,471094.0,1146.2141119221412,6.985041375505883
1238.5063610697725,0.6939251424058743,0.35464715886936315,0.5110740873861165,4.242852876598374,6.11428037019697,11.963589078578407,1300.0301334057945,1103.1214689265537,268.9249912631428,474.0,1781.0,1076.0,390505.0,1103.1214689265537,6.770513419371109
1219.5772631106868,0.9290496559432256,0.33333364292937817,0.3587899105252435,4.3001582342315565,4.62855586536522,12.900462720897965,1075.5332572886175,1106.471875,230.20998828230108,577.0,1605.0,1118.0,354071.0,1106.471875,6.355919844004567
1026.3004743079416,1.0,0.3680087725221672,0.3680087725221672,4.242853578461765,4.242853578461765,11.529218581891808,869.3698431651311,894.2264150943396,184.6882140820358,407.0,1285.0,925.0,236970.0,894.2264150943396,5.920685429677215
1223.3345260396607,0.7906967216821777,0.39003382115436264,0.4932786622974486,4.406041247893863,5.572352998403958,11.296562013144229,1161.7751397640322,1056.7787610619469,224.42030785372054,511.0,1655.0,1048.0,358248.0,1056.7787610619469,6.521454820312393
1100.6291401928554,0.6947386876189353,0.34723345417874435,0.49980440180870156,4.381178610433084,6.306225187269495,12.617386250397974,1460.220499107442,962.4292565947242,180.29617835787778,375.0,1384.0,975.0,401333.0,962.4292565947242,7.037903005499056
1140.6352238315715,0.8285000464486925,0.3333332331390566,0.4023333910092899,4.496406114034675,5.427164588955916,13.489222396732671,1378.8405484316456,1046832,208.08670303171618,512.0,1550.0,1059.0,392562.0,1046832,6.904652281746446
980.0785071033686,1.0,0.4084179653383636,0.4084179653383636,4.242850976096975,4.242850976096975,10.388502309348423,783.3522697420227,786.9673913043479,251.80404607429773,310.0,1323.0,771.0,144802.0,786.9673913043479,5.718597090085377
1103.9158650552724,0.9413076391253613,0.3693056168795025,0.3923325398938138,4.242850698567552,4.507400686251627,11.48872506846251,920.3316596099747,943.3914893617022,233.50144111799946,464.0,1586.0,949.0,221697.0,943.3914893617022,6.03418449064664
1205.9258903172777,0.966554518396093,0.38768974596971995,0.40110489226521323,4.242851788415636,4.389666291619279,10.943936053307478,853.7909029310432,1036.9506726457398,249.88523904181875,462.0,1633.0,1023.0,231240.0,1036.9506726457398,5.885106203685587
1126.2977123590797,0.8949866197496025,0.460532518155245,0.5145691656084108,5.214433123811711,5.826269363971714,11.32261657591339,1440.8974453382937,1013.7937649880096,181.99397881912404,549.0,1527.0,1031.0,422752.0,1013.7937649880096,7.00672093521867
652.9004878482307,0.58164449008532,0.48538999041761266,0.834513175473238,6.448513242001495,11.086691874370851,13.285220893107866,3978.496338687093,588.6136783733826,88.65351339428604,349.0,936.0,583.0,636880.0,588.6136783733826,9.82977214902096
766.8267269990581,0.779891888182784,0.6528979341984472,0.837164668707808,9.233366296528871,11.839290081659163,14.14212821467192,6475.735562840355,741.5765827093261,79.80189467698264,540.0,1027.0,740.0,1089376.0,741.5765827093261,11.56290166408992
606.3188087078167,0.8946126216060734,0.42086657067929584,0.47044559903897365,5.599313631273235,6.258925367295782,13.304248950530127,1953.0507977841903,582.4916820702402,43.93288679104789,422.0,710.0,585.0,315128.0,582.4916820702402,7.754282934719407
795.9942737753339,0.9768553557278693,0.7264694548332349,0.7436817033079905,10.273824320182571,10.517242148431887,14.142128415489934,6400.846230151801,743.0779456193353,90.06557783174621,506.0,1109.0,738.0,1229794.0,743.0779456193353,11.518155257979641
630.866318875873,0.5518707177382615,0.43925243011868886,0.7959335692223036,4.309413765102595,7.8087378557860765,9.81079094756098,1382.9028417597983,576.3592964824121,55.679535120561575,426.0,740.0,571.0,229391.0,576.3592964824121,6.911426384458292
637.6828745305401,0.7420852185780517,0.6104436480260426,0.8226058581192948,5.0753644778087,6.839328355756596,8.314222769326246,1208.9016113364466,584.1444141689374,77.51571929511407,374.0,810.0,577.0,214381.0,584.1444141689374,6.608467863280642
537.9333123500284,0.8317491186065694,0.8312889090391314,0.9994466966575101,5.126664825818399,6.1637153693737705,6.167127661722564,816.2985934044577,505.91416309012874,62.34588873089949,360.0,652.0,504.0,117878.0,505.91416309012874,5.797669835566583
704.7200233552024,0.6644442745488949,0.4383462881099787,0.6597186624981924,5.208075329603319,7.838242466818139,11.881189531817459,2031.6293778161087,654.7361111111111,71.27770416554611,467.0,921.0,652.0,377128.0,654.7361111111111,7.856913254939089
585.9296870295711,0.6134408743518639,0.3619877948377819,0.5900940253129418,5.119282505319367,8.34519302406803,14.142141194604307,2530.750090904352,558.5837104072398,51.0901564364556,378.0,740.0,560.0,370341.0,558.5837104072398,8.45383078548213
673.5791199455226,0.6121972276826432,0.6121969117526215,0.9999994839407833,8.6577859794306,14.142151561520476,14.1421588597119,7253.149912366308,650.7447552447552,83.6325023751297,388.0,932.0,654.0,1116678.0,650.7447552447552,12.008239693560775
678.4493138020878,0.566667884194246,0.3812415581152737,0.672777774687844,5.17683838731017,9.13557752557514,13.578893163963201,2690.008147122136,643.5977808599168,67.07296355099439,425.0,944.0,642.0,464034.0,643.5977808599168,8.627566762700367
636.7734932322026,0.6894627087257033,0.6275998572207734,0.9102738252236041,7.2739940611556895,10.550235667712647,11.590178005086585,3725.750928355757,580.3894282632147,97.26277790538099,295.0,865.0,594.0,538021.0,580.3894282632147,9.617046951941928
722.4232800666646,0.8286608859629425,0.7912801450196187,0.9548901829728749,9.97779517027757,12.040866582815609,12.609687268255902,6345.783536757589,686.3512522907758,72.53738193984904,452.0,916.0,684.0,1123557.0,686.3512522907758,11.485032137566003
684.8389866407638,0.5500259503852233,0.40403460505275,0.7345737137852771,5.713913085506239,10.388442729846417,14.142137861583022,3516.3148583679103,621.5782608695653,68.49133099412259,416.0,810.0,625.0,571852.0,621.5782608695653,9.433359428210737
625.2128521722121,0.40858911640252527,0.33333341350465207,0.8158156938675422,4.368513510228028,10.691703070045428,13.10553737861944,2564.0353882531226,580.7057057057057,53.42129786087501,402.0,737.0,583.0,386750.0,580.7057057057057,8.490732041183728
664.9356106899816,0.6912459431017764,0.5849421605970406,0.8462142402923527,7.526121397728312,10.887762124081204,12.866436897019916,4416.281486172569,640.2175969725639,76.29508076635237,402.0,859.0,644.0,676710.0,640.2175969725639,10.177849995923514
700.2095555288231,0.8528676434961471,0.8260733238329456,0.9685832615792951,11.682475022559876,13.697875762609645,14.142176832867186,9479.664269887437,662.413139329806,84.42820439636901,406.0,950.0,664.0,1502353.0,662.413139329806,13.129094747503492
685.513234073956,0.5081756358204123,0.4622935484497265,0.9097121464774428,6.537812080671673,12.865260787477258,14.142122689351455,4982.579505175084,641.0639488409273,77.07352792803864,408.0,935.0,643.0,801971.0,641.0639488409273,10.595510251176352
566.8892031434808,0.7859494653573259,0.6929701053670697,0.8816980428277487,5.566124429555886,7.082038572321301,8.032272079915312,1326.2891562396599,545.0708661417323,61.51673042895631,373.0,739.0,536.0,207672.0,545.0708661417323,6.81579526551252
692.3117748603529,0.7819242685023455,0.47109982690407126,0.6024877931035314,6.662358126082061,8.520464697742113,14.142136646207467,3362.7524194908665,654.7519553072626,61.54493942088289,449.0,845.0,654.0,586003.0,654.7519553072626,9.293987731297914
671.1770562807421,0.6703569183639772,0.6703568203311169,0.9999998537602021,9.480290462320767,14.14215353435548,14.142155602501457,7942.210844027717,643.2620689655172,67.0883595994555,420.0,877.0,640.0,1305822.0,643.2620689655172,12.377062983991392
630.3372515227957,0.6839990227710473,0.41956505012784506,0.6134000724563676,4.483084316159117,6.55422620049521,10.68507568681682,1315.1174635493167,595.9514066496164,49.479653335185255,473.0,741.0,598.0,233017.0,595.9514066496164,6.796604183972942
661.3336344303532,0.8236947512216521,0.44764825851917006,0.5434637744810761,4.398698074688649,5.340204084297947,9.826237433023051,966.8472602498417,609.2755102040817,78.76886920963602,390.0,822.0,618.0,179127.0,609.2755102040817,6.134178656227508
748.416142059494,0.4298811961753767,0.40266022905730803,0.9366779301810553,5.6944777280234895,13.246631345327184,14.142140984112517,4468.513974791086,696.2672849915683,80.49431811935634,484.0,955.0,697.0,825773.0,696.2672849915683,10.217818179768503
749.2797998355755,0.6623842445928577,0.5649961077701833,0.8529733495057158,6.056596125600465,9.143629509671117,10.719713007410725,2486.6748541330594,710.47,64.34612646784821,520.0,962.0,704.0,497329.0,710.47,8.404466126280012
696.5674014854972,0.6567680259315409,0.5657607067214305,0.8614315624134896,7.605562927030992,11.580288057177388,13.443073788395527,4959.500269869202,665.4079341317365,56.46210273817855,482.0,831.0,667.0,888985.0,665.4079341317365,10.579125511007486
669.8545511042307,0.7157251169345186,0.48071559061637903,0.6716483454923373,6.798347323889382,9.498545130017227,14.14214029374929,3825.2884550559033,642.0436507936508,54.68419834399517,446.0,819.0,638.0,647180.0,642.0436507936508,9.701938711797615
918.4416452075025,0.7535529853034434,0.6747522456473853,0.8954277387351517,9.54243579841701,12.663257905579696,14.142132701257779,7158.272319656287,864.359410430839,104.4913893322108,599.0,1234.0,854.0,1524730.0,864.359410430839,11.955650264753793
715.6941956121601,0.5794710103950531,0.5080501581973502,0.8767481877151854,6.164324388191601,10.637847757024266,12.133298826367243,3332.78086005972,685.320796460177,70.8613433175916,427.0,901.0,684.0,619530.0,685.320796460177,9.266293453630569
703.5118237019014,0.5526132442711793,0.5300593767949568,0.959186885746888,7.496177386663547,13.564961506758621,14.14214654967475,6023.686530803449,672.8341935483871,56.51277949671308,497.0,858.0,675.0,1042893.0,672.8341935483871,11.287330752265078
694.4584065475202,0.91301805069245,0.6178691091052334,0.6767326326534616,7.4629665749065195,8.173952934716313,12.078555902744528,3086.364764625147,666.0047449584816,55.91784333387561,482.0,855.0,664.0,561442.0,666.0047449584816,9.032047529244299
1299.5484031286458,0.8734163043622127,0.3333337936019873,0.38164365828434443,4.567160594959963,5.229076411957986,13.701462865818279,1370.6507827915984,1150.4300254452926,237.79195978205234,633.0,1990.0,1102.0,452119.0,1150.4300254452926,6.8909548285935465
1370.545608418482,0.6878474264756045,0.4607437218918743,0.6698341872886475,4.2428512942523735,6.168302927281291,9.20870126418797,1009.5097046569534,1107.680701754386,282.6152260574538,498.0,1994.0,1049.0,315689.0,1107.680701754386,6.22310740155673
1184.5266634471752,0.7199487341335252,0.36545769221592767,0.5076162716721273,4.440301938870144,6.167525169988873,12.149975314369982,1393.7582092137666,1059.037037037037,189.06697988355407,460.0,1458.0,1096.0,428910.0,1059.037037037037,6.929463470841098
1238.8535757007648,0.7839798433098449,0.3562216177316563,0.4543759903669745,4.453663451253579,5.680839232359447,12.502507510952208,1324.9992366821568,1068.0521091811415,262.71948372479903,418.0,2172.0,1045.0,430425.0,1068.0521091811415,6.813584918103632
1179.413345978753,0.7272187615811574,0.378800212164392,0.5208889431576058,4.242854088855659,5.8343572979754015,11.200770096227776,1161.4154821451905,1044.3108504398826,339.10490763467544,448.0,2203.0,1025.0,356110.0,1044.3108504398826,6.520781789043475
1183.0445295761194,0.8551928233544203,0.3559558937227488,0.41622881296704806,4.242849126666707,4.9612777502323935,11.91959229075563,1050.99618549631,1015.7158671586716,287.38793707622875,373.0,1776.0,989.0,275259.0,1015.7158671586716,6.3072131804561895
1148.8412896258394,0.9351686746384269,0.42790951145809536,0.45757468472042445,4.242854215238894,4.536993518179326,9.915307095608673,799.5047483359247,1021.0147783251232,288.46233650599885,478.0,2045.0,1037.0,207266.0,1021.0147783251232,5.757635216377287
1203.9824932705842,0.7180485409320307,0.33333355223425215,0.46422147422176147,4.288789272688995,5.972840314001787,12.866359368693324,1380.574662537265,1059.4193548387098,230.5889610924429,542.0,1762.0,1033.0,426946.0,1059.4193548387098,6.907545639966359
1221.779147019475,0.6401177992221125,0.4326547465187141,0.6758986346645682,4.319718757077782,6.7483184537708745,9.984216726698817,1219.1401944155384,1046.835616438356,209.7101357485532,486.0,1782.0,1040.0,382095.0,1046.835616438356,6.627071865726858
1312.0476681594923,0.7641903124883332,0.43920030328304627,0.5747263425166116,4.278758768633396,5.599074862256539,9.742158046452701,977.637510713913,1169.295138888889,298.44962871850026,507.0,2145.0,1146.0,336757.0,1169.295138888889,6.15691392943448
1063.4492561215181,0.5183280266329049,0.40652184779474476,0.7842945526900004,4.242858045585026,8.185662027860868,10.436974220699868,1518.362716784229,938.8329571106095,287.25667507111115,369.0,1932.0,911.0,415903.0,938.8329571106095,7.130100323837512
1147.3132581295183,0.9240389149962266,0.3850085702542978,0.4166583939334092,4.242851948920842,4.591637733069033,11.02014935958034,899.2937679896171,1045.5019305019305,238.47645252123206,508.0,1755.0,1055.0,270785.0,1045.5019305019305,5.987851090425803
899.1369237896206,0.8725668938308598,0.38406128367266695,0.44015110633697063,4.242854406831142,4.862497576780154,11.047336941276539,954.6929962706395,779.646288209607,183.47422436380273,359.0,1206.0,769.0,178539.0,779.646288209607,6.108365877214173
1115.9886174301357,0.8398708467188399,0.38929310083293706,0.4635154349669421,4.3221551338728394,5.146214028928842,11.1025731630617,1034.4284304031335,984.4717607973422,184.8211839406473,458.0,1485.0,1001.0,296326.0,984.4717607973422,6.273895485222208
1214.686580510398,0.7587761388382133,0.42856721882845994,0.5648137795748994,4.530758551804643,5.971139997551629,10.571873798910746,1198.0329199898893,1070.8687150837989,223.94755306882726,526.0,1757.0,1068.0,383371.0,1070.8687150837989,6.588603624985817
1407.064957391695,0.7384234492385605,0.4689949755659381,0.6351301222212693,4.3269845108078195,5.85976043321711,9.226078606890042,979.87564051056,1169.3890784982934,340.2333991654987,469.0,2251.0,1141.0,342631.0,1169.3890784982934,6.161608740518306
1255.5842239697547,0.7728874938612499,0.36926060236529035,0.47776759916312045,4.242852563223877,5.489612132326159,11.490130644987259,1121.019525635918,1112.3394495412845,258.31187053127223,472.0,1841.0,1126.0,363735.0,1112.3394495412845,6.444286735868291
1183.9230167878452,0.7525580481275352,0.4065076512172362,0.54016783453274,4.2428574083770325,5.63791380470095,10.437337146477631,1045.815778629396,1022.1755485893417,301.1875351835364,451.0,1773.0,970.0,326074.0,1022.1755485893417,6.29683326276023
848.8283277485737,0.7725282944974302,0.38597053792089375,0.49961993712086317,4.242853004574782,5.492165186434987,10.992686196800783,1072.9859036954845,748.1712328767123,182.60355945496406,374.0,1200.0,762.0,218466.0,748.1712328767123,6.350897970941491
