,EDGE_RATIO,ASPECT_RATIO,RADIUS_RATIO,ASPECT_FROBENIUS,MED_ASPECT_FROBENIUS,MAX_ASPECT_FROBENIUS,MIN_ANGLE,COLLAPSE_RATIO,MAX_ANGLE,CONDITION,SCALED_JACOBIAN,SHEAR,RELATIVE_SIZE_SQUARED,SHAPE,SHAPE_AND_SIZE,DISTORTION,MAX_EDGE_RATIO,SKEW,TAPER,VOLUME,STRETCH,DIAGONAL,DIMENSION,ODDY,SHEAR_AND_SIZE,JACOBIAN,WARPAGE,ASPECT_GAMMA,AREA,ASPECT_BETA,GAUSS_CURVATURE,MEAN_CURVATURE,MAXIMUM_CURVATURE,SPHERE_FITTED_CURVATURE_5_PERCENT,SPHERE_FITTED_CURVATURE_10_PERCENT,SPHERE_FITTED_CURVATURE_25_PERCENT,SPHERE_FITTED_CURVATURE_50_PERCENT,SPHERE_FITTED_CURVATURE_DECA_VOXEL,SPHERE_FITTED_CURVATURE_HECTA_VOXEL,SPHERE_FITTED_CURVATURE_KILO_VOXEL,SPHERE_FITTED_CURVATURE_MEGA_VOXEL
0,1.9295380442551702,1.600399753321623,1.4065961368159896,1.3541048368609587,1.4065961368159896,1.4065961368159896,32.07853344780425,1.4065961368159896,90.13655098348096,1.3541048368609587,0.6099085362665039,1.4065961368159896,0.6111837412583455,0.7480968083569615,0.4397185368710951,1.0,1.4065961368159896,1.4065961368159896,1.4065961368159896,1.4065961368159896,1.4065961368159896,1.4065961368159896,1.4065961368159896,1.4065961368159896,1.4065961368159896,1.4065961368159896,1.4065961368159896,1.4065961368159896,29.997389092729875,0.46535777586992927,0.03028669588238425,0.0004896150193969567,0.0004896150193969567,0.0006914000015253518,0.0003894817031916998,0.0005047953103939825,0.00032260952986684063,0.0006914000015253518,0.000257240950262243,1.8535134030259044e-05,1.8535134030259044e-05
1,1.9646384311532272,1.6021832378537284,1.4297958788836969,1.3758718533711636,1.4297958788836969,1.4297958788836969,32.7965950595229,1.4297958788836969,87.26057002937051,1.3758718533711636,0.6170698394257756,1.4297958788836969,0.6380351423509151,0.758429324313803,0.45206210207887004,1.0,1.4297958788836969,1.4297958788836969,1.4297958788836969,1.4297958788836969,1.4297958788836969,1.4297958788836969,1.4297958788836969,1.4297958788836969,1.4297958788836969,1.4297958788836969,1.4297958788836969,1.4297958788836969,46.08704588352106,0.4533900823412849,0.011136070872165322,1.839665484430822e-05,1.839665484430822e-05,,0.0012267151723047293,0.0005172140481009149,0.0003168883998907479,,0.00025042866043013633,1.8535134030259044e-05,1.8535134030259044e-05
2,1.6916996473742154,1.4005985159751344,1.2338333976570304,1.2177112396445646,1.2338333976570304,1.2338333976570304,38.66783756814704,1.2338333976570304,81.7592704258664,1.2177112396445646,0.7102924973044353,1.2338333976570304,0.5883716692545788,0.8394202633392513,0.4802889851942574,1.0,1.2338333976570304,1.2338333976570304,1.2338333976570304,1.2338333976570304,1.2338333976570304,1.2338333976570304,1.2338333976570304,1.2338333976570304,1.2338333976570304,1.2338333976570304,1.2338333976570304,1.2338333976570304,35.886337821702035,0.35553604053088256,0.012633248193110838,0.00014202700157818976,0.00014202700157818976,0.00033111615107311306,0.0004448964988430109,0.0005307567385984892,0.000320235115974572,0.000541606044851053,0.0002531992241993475,1.8535134030259044e-05,1.8535134030259044e-05
3,1.464214236538077,1.7519316728056435,1.9696385942559054,1.4376426789020451,1.9696385942559054,1.9696385942559054,41.07646018026372,1.9696385942559054,93.34386099440732,1.4376426789020451,0.7402317689224278,1.9696385942559054,0.4551800438134524,0.8023596603331954,0.39973531468923995,1.0,1.9696385942559054,1.9696385942559054,1.9696385942559054,1.9696385942559054,1.9696385942559054,1.9696385942559054,1.9696385942559054,1.9696385942559054,1.9696385942559054,1.9696385942559054,1.9696385942559054,1.9696385942559054,22.887295723147375,0.31539233032893793,0.03697872836836313,0.0005479460345890165,0.0005479460345890165,0.00033907033842029544,0.0002356261211794046,0.0003898262256784262,0.00042643387065060585,0.00033907033842029544,0.00037887302369609083,1.8535134030259044e-05,1.8535134030259044e-05
4,1.3189306680958286,1.2208820056193368,1.0932205169504352,1.0745524750228392,1.0932205169504352,1.0932205169504352,47.788892472136276,1.0932205169504352,77.4352879333003,1.0745524750228392,0.8519450846938145,1.0932205169504352,0.6498073788501934,0.932893190420316,0.6011656831028785,1.0,1.0932205169504352,1.0932205169504352,1.0932205169504352,1.0932205169504352,1.0932205169504352,1.0932205169504352,1.0932205169504352,1.0932205169504352,1.0932205169504352,1.0932205169504352,1.0932205169504352,1.0932205169504352,29.952346593618767,0.2035184587977287,0.010277177361655395,4.697424308631494e-05,4.697424308631494e-05,1.9584759806417413e-05,0.00020616297279035225,0.00039036643665458153,0.0004453802396028832,0.0003659796838551025,0.0003905836173707536,1.8535134030259044e-05,1.8535134030259044e-05
5,1.4125196333611474,1.2532963129052905,1.1168621871273354,1.0997409792260522,1.1168621871273354,1.1168621871273354,44.87634524591902,1.1168621871273354,78.3220788968983,1.0997409792260522,0.8077724153052491,1.1168621871273354,0.5815557199949809,0.9124887883578695,0.5314169289788387,1.0,1.1168621871273354,1.1168621871273354,1.1168621871273354,1.1168621871273354,1.1168621871273354,1.1168621871273354,1.1168621871273354,1.1168621871273354,1.1168621871273354,1.1168621871273354,1.1168621871273354,1.1168621871273354,41.15354134223265,0.2520609125680164,0.005847409304284841,1.315203861210031e-05,1.315203861210031e-05,,0.0002019354080866882,0.00035225845859844865,0.00040620647201392626,0.00011738181088406343,0.00036001907698925687,1.8535134030259044e-05,1.8535134030259044e-05
6,1.5559815105748813,1.4002809749501768,1.2494281711500683,1.1919748677100162,1.2494281711500683,1.2494281711500683,40.648477722989206,1.2494281711500683,85.78147877259835,1.1919748677100162,0.7424810611904687,1.2494281711500683,0.510177510308998,0.8506439313575621,0.44217401537828266,1.0,1.2494281711500683,1.2494281711500683,1.2494281711500683,1.2494281711500683,1.2494281711500683,1.2494281711500683,1.2494281711500683,1.2494281711500683,1.2494281711500683,1.2494281711500683,1.2494281711500683,1.2494281711500683,43.183643997534034,0.32252537128351316,0.007825159303370395,2.0192175138043996e-05,2.0192175138043996e-05,,0.00032572993467803904,0.00032413241750731386,0.00043189951354221593,7.503439761239975e-05,0.0003812024121276217,1.8535134030259044e-05,1.8535134030259044e-05
7,1.6036447070720656,1.495066135058778,1.3633184479765912,1.252616411197651,1.3633184479765912,1.3633184479765912,38.66598820097428,1.3633184479765912,89.7507378421122,1.252616411197651,0.7130701071377433,1.3633184479765912,0.4185695631017022,0.8220321776902184,0.3643669895999606,1.0,1.3633184479765912,1.3633184479765912,1.3633184479765912,1.3633184479765912,1.3633184479765912,1.3633184479765912,1.3633184479765912,1.3633184479765912,1.3633184479765912,1.3633184479765912,1.3633184479765912,1.3633184479765912,21.849202500549488,0.3555668633170952,0.031541309391881975,0.0005973369539220691,0.0005973369539220691,0.0003686927765247823,0.00032671812302785866,0.00044824959778262826,0.00046407883373157996,0.00022131412367005913,0.0004032213994721854,1.8535134030259044e-05,1.8535134030259044e-05
8,2.2389248968963607,1.7683261995122699,1.5401035650281862,1.4945781899226656,1.5401035650281862,1.5401035650281862,28.410991739880227,1.5401035650281862,93.90693966410461,1.4945781899226656,0.5446332579619529,1.5401035650281862,0.8119324215035156,0.686913244297718,0.5489824948257718,1.0,1.5401035650281862,1.5401035650281862,1.5401035650281862,1.5401035650281862,1.5401035650281862,1.5401035650281862,1.5401035650281862,1.5401035650281862,1.5401035650281862,1.5401035650281862,1.5401035650281862,1.5401035650281862,36.675954055047406,0.5264834710019961,0.014554699943719,0.00011367476286092438,0.00011367476286092438,,0.000741111092603677,0.0005147441469854988,0.0003187055349318598,,0.00026615657793863036,1.8535134030259044e-05,1.8535134030259044e-05
9,2.258283636181257,1.9713936471537974,1.8207419547537895,1.6283127329490141,1.8207419547537895,1.8207419547537895,26.796043711787338,1.8207419547537895,101.9506058862977,1.6283127329490141,0.5151727912168359,1.8207419547537895,0.8148041691119425,0.6307699272870997,0.5220297788986624,1.0,1.8207419547537895,1.8207419547537895,1.8207419547537895,1.8207419547537895,1.8207419547537895,1.8207419547537895,1.8207419547537895,1.8207419547537895,1.8207419547537895,1.8207419547537895,1.8207419547537895,1.8207419547537895,32.87668409717894,0.5533992714702111,0.0154162345693355,0.0001388209015236897,0.0001388209015236897,0.000715669845245984,0.0006142392562921294,0.0005428928483813635,0.00031655715971391177,0.0012868874983049683,0.0002720534074838183,1.8535134030259044e-05,1.8535134030259044e-05
10,2.056110959595914,2.0243387416116083,1.9831084001083537,1.6320478025108585,1.9831084001083537,1.9831084001083537,28.14655655978236,1.9831084001083537,108.09052123661192,1.6320478025108585,0.5358292395501727,1.9831084001083537,0.6914652097243223,0.6448557161415076,0.43159170086681364,1.0,1.9831084001083537,1.9831084001083537,1.9831084001083537,1.9831084001083537,1.9831084001083537,1.9831084001083537,1.9831084001083537,1.9831084001083537,1.9831084001083537,1.9831084001083537,1.9831084001083537,1.9831084001083537,34.61587310882321,0.5308907240036272,0.015833523304188152,0.00014404717814523013,0.00014404717814523013,,0.00032447696978288423,0.0005798988708686231,0.0003116952715615753,,0.00026145929266501664,1.8535134030259044e-05,1.8535134030259044e-05
11,1.8253020570337997,1.6071400612679785,1.4151107509542964,1.3198043517431504,1.4151107509542964,1.4151107509542964,33.51970881306786,1.4151107509542964,96.30194588608317,1.3198043517431504,0.6348424087313256,1.4151107509542964,0.6760711809505642,0.765147075085668,0.5018168734535552,1.0,1.4151107509542964,1.4151107509542964,1.4151107509542964,1.4151107509542964,1.4151107509542964,1.4151107509542964,1.4151107509542964,1.4151107509542964,1.4151107509542964,1.4151107509542964,1.4151107509542964,1.4151107509542964,42.51235664514636,0.44133818644886896,0.012361483044533633,5.882666686338425e-05,5.882666686338425e-05,,0.0011055991055833882,0.00045654166848973815,0.00032021007668862287,,0.00025354306101153475,1.8535134030259044e-05,1.8535134030259044e-05
12,1.989023800701118,1.6073290351482328,1.4750642838323773,1.395770201939044,1.4750642838323773,1.4750642838323773,31.015438830483937,1.4750642838323773,84.29904805218267,1.395770201939044,0.587755159147844,1.4750642838323773,0.5701958242167654,0.7476785343390951,0.41564556498137034,1.0,1.4750642838323773,1.4750642838323773,1.4750642838323773,1.4750642838323773,1.4750642838323773,1.4750642838323773,1.4750642838323773,1.4750642838323773,1.4750642838323773,1.4750642838323773,1.4750642838323773,1.4750642838323773,46.73187011218311,0.4830760194919343,0.00836979103953783,2.6677106028051087e-05,2.6677106028051087e-05,,0.0008780989585251884,0.0006086007887803552,0.0003121251776774775,,0.00024447651116384,1.8535134030259044e-05,1.8535134030259044e-05
13,1.6025351858628674,1.421148720203145,1.2528262802286896,1.2025552509309032,1.2528262802286896,1.2528262802286896,38.32323593642434,1.2528262802286896,86.72761027084559,1.2025552509309032,0.7141772762682123,1.2528262802286896,0.5270215630183795,0.8357117291192625,0.44094547613881374,1.0,1.2528262802286896,1.2528262802286896,1.2528262802286896,1.2528262802286896,1.2528262802286896,1.2528262802286896,1.2528262802286896,1.2528262802286896,1.2528262802286896,1.2528262802286896,1.2528262802286896,1.2528262802286896,35.259305845890324,0.3612794010595944,0.0076032207959257385,1.3686754461601154e-05,1.3686754461601154e-05,1.629070332704834e-05,0.00043699515411649016,0.0005008412321071338,0.00032537629187570145,0.00021424724321921558,0.0002573608283640375,1.8535134030259044e-05,1.8535134030259044e-05
14,1.3184789915502864,1.2475348729274958,1.1316221173046934,1.0976786040393824,1.1316221173046934,1.1316221173046934,48.063908068425654,1.1316221173046934,78.19119698886493,1.0976786040393824,0.8509810460763357,1.1316221173046934,0.5265931890857943,0.9194797428893269,0.4866442244956182,1.0,1.1316221173046934,1.1316221173046934,1.1316221173046934,1.1316221173046934,1.1316221173046934,1.1316221173046934,1.1316221173046934,1.1316221173046934,1.1316221173046934,1.1316221173046934,1.1316221173046934,1.1316221173046934,24.87665910053395,0.19893486552623899,0.01092241116359481,6.44356134167656e-05,6.44356134167656e-05,0.00048447846964285764,0.0006169559784714054,0.0005461009829562853,0.00033053873586887225,0.00042442185261263633,0.00025511530868667885,1.8535134030259044e-05,1.8535134030259044e-05
15,2.240617704032431,2.3310419410820447,2.9202906205808077,1.9413896807416715,2.9202906205808077,2.9202906205808077,26.374007898297656,2.9202906205808077,98.83347948810136,1.9413896807416715,0.5057298927163243,2.9202906205808077,0.3598624774698193,0.6512009151472337,0.2695760663129503,1.0,2.9202906205808077,2.9202906205808077,2.9202906205808077,2.9202906205808077,2.9202906205808077,2.9202906205808077,2.9202906205808077,2.9202906205808077,2.9202906205808077,2.9202906205808077,2.9202906205808077,2.9202906205808077,20.14149536547567,0.5604332016950391,0.10787857295321204,0.0033989308067061057,0.0033989308067061057,,0.00040640395667075277,0.0006592045199031726,0.0005058542654853097,0.005131701825401531,0.0004272923050341914,1.8535134030259044e-05,1.8535134030259044e-05
16,1.8786918093553298,1.875814789123967,1.8351064250889997,1.5158277090845564,1.8351064250889997,1.8351064250889997,29.648495862515485,1.8351064250889997,103.05546031980074,1.5158277090845564,0.5696721659723825,1.8351064250889997,0.47756297915123574,0.681692851501418,0.3236892733669125,1.0,1.8351064250889997,1.8351064250889997,1.8351064250889997,1.8351064250889997,1.8351064250889997,1.8351064250889997,1.8351064250889997,1.8351064250889997,1.8351064250889997,1.8351064250889997,1.8351064250889997,1.8351064250889997,27.132608775076083,0.5058584022914084,0.022579034838063172,0.00028693848066060966,0.00028693848066060966,,0.0003785288357091893,0.0005210860322213275,0.00047890647430676744,0.0005182902425668005,0.00040987382053132507,1.8535134030259044e-05,1.8535134030259044e-05
17,1.5932241323233658,1.4428274472368798,1.3015556536873965,1.220900887684559,1.3015556536873965,1.3015556536873965,38.295158627199044,1.3015556536873965,86.971172635386,1.220900887684559,0.711492521670443,1.3015556536873965,0.5198427476232589,0.8334843344493955,0.44403484238623075,1.0,1.3015556536873965,1.3015556536873965,1.3015556536873965,1.3015556536873965,1.3015556536873965,1.3015556536873965,1.3015556536873965,1.3015556536873965,1.3015556536873965,1.3015556536873965,1.3015556536873965,1.3015556536873965,28.026683847994136,0.3617473562133493,0.011082984173742661,0.00010850050156686444,0.00010850050156686444,0.00015529476464535907,0.00032303820546974256,0.0005765250131578567,0.000477699536471191,0.0006227981661420837,0.00041509675552258096,1.8535134030259044e-05,1.8535134030259044e-05
