label,frame,centroid-z,centroid-y,centroid-x
48,0,10.613240418118467,56.32752613240418,84.61672473867596
49,0,16.327272727272728,23.47878787878788,136.70606060606062
50,0,19.094202898550726,24.768115942028984,147.94927536231884
51,0,17.454237288135594,39.20338983050848,140.8271186440678
52,0,11.524271844660195,97.67961165048544,4.218446601941747
53,0,11.712895377128953,88.60097323600974,79.19464720194647
54,0,10.86723163841808,96.34463276836158,68.28248587570621
55,0,10.51875,88.328125,51.73125
56,0,12.022641509433962,81.78490566037736,30.69056603773585
57,0,12.781710914454278,72.42182890855457,17.57227138643068
58,0,11.258992805755396,60.53237410071942,25.412470023980816
59,0,10.84,96.256,21.824
60,0,10.891304347826088,97.95108695652173,36.15760869565217
61,0,12.591489361702127,71.02553191489362,2.4468085106382977
62,0,13.68609865470852,87.10313901345292,2.5515695067264574
63,0,11.095923261390887,85.80815347721823,12.788968824940047
64,0,20.350140056022408,9.638655462184873,83.73669467787114
65,0,25.951667801225323,8.425459496255957,9.250510551395507
66,0,21.752310536044362,9.292051756007394,63.63955637707948
67,0,25.251359516616315,81.41691842900302,65.15649546827794
68,0,22.753768844221106,96.73618090452261,73.71105527638191
69,0,22.05449591280654,84.08446866485014,103.10899182561307
70,0,27.36051502145923,79.71673819742489,142.96995708154506
71,0,24.22222222222222,83.13368055555556,12.75
72,0,21.482654600301657,95.95475113122171,49.78582202111614
73,0,26.096501809408927,68.78588661037395,116.58685162846804
74,0,26.844155844155843,80.90764790764791,118.44300144300145
75,0,26.700107874865157,92.51240560949299,122.34196332254585
76,0,24.933083176985615,10.446529080675422,94.5046904315197
77,0,23.72717391304348,95.25978260869566,9.69891304347826
78,0,21.742424242424242,96.87272727272727,31.278787878787877
79,0,26.396404919583727,45.98580889309366,121.79280983916746
80,0,26.070987654320987,11.008818342151676,118.14550264550265
81,0,25.928057553956833,31.050359712230215,118.30775379696243
82,0,27.139107611548557,30.829396325459317,143.43832020997377
83,0,22.508379888268156,37.1608938547486,29.743016759776538
84,0,22.45665024630542,18.85073891625616,38.90738916256158
85,0,20.790281329923275,88.48081841432226,37.230179028132994
86,0,23.25170068027211,95.78571428571429,99.58503401360544
87,0,23.970364098221847,42.89415749364945,85.10330228619814
88,0,25.860294117647058,43.58676470588235,105.04264705882353
89,0,24.55614973262032,52.847211611917494,12.25974025974026
90,0,23.546626984126984,37.03472222222222,13.96031746031746
91,0,26.25,65.38378684807256,81.71938775510205
92,0,23.7179203539823,28.902654867256636,83.91371681415929
93,0,22.668835393623944,31.9811320754717,62.2121014964216
94,0,24.16725978647687,67.4650059311981,12.017793594306049
1,1,11.312977099236642,76.93384223918575,61.470737913486005
2,1,13.533333333333333,3.280701754385965,113.05263157894737
3,1,11.706172839506173,20.525925925925925,35.57283950617284
4,1,11.478908188585608,36.03225806451613,79.49627791563276
5,1,15.686217008797653,96.17302052785924,143.65102639296188
6,1,13.243542435424354,97.49077490774907,115.02214022140221
7,1,14.014778325123153,97.71428571428571,129.935960591133
8,1,11.59305210918114,50.26302729528536,36.488833746898266
9,1,12.854794520547944,26.915068493150685,98.21643835616439
10,1,12.54513888888889,7.809027777777778,26.510416666666668
11,1,13.045146726862303,24.945823927765236,18.738148984198645
12,1,13.23938223938224,31.015444015444015,3.370656370656371
13,1,14.100436681222707,15.0,2.2445414847161573
14,1,13.837209302325581,3.6744186046511627,11.667774086378737
15,1,11.768156424581006,40.212290502793294,19.16759776536313
16,1,14.569965870307167,79.62116040955631,129.88054607508533
17,1,12.99388379204893,81.0091743119266,117.50764525993884
18,1,15.827586206896552,82.26959247648902,144.15987460815046
19,1,17.856164383561644,61.90068493150685,147.1404109589041
20,1,12.430913348946136,42.20608899297424,95.18969555035129
21,1,13.567774936061381,19.319693094629155,115.66751918158567
22,1,11.009950248756219,40.70398009950249,63.45522388059702
23,1,11.727923627684964,15.737470167064439,69.94510739856801
24,1,11.754299754299755,6.457002457002457,48.98034398034398
25,1,12.290556900726392,49.86440677966102,8.677966101694915
26,1,13.443243243243243,57.21621621621622,1.864864864864865
27,1,13.837758112094395,57.46607669616519,123.38938053097345
28,1,14.601744186046512,50.625,134.92441860465115
29,1,12.801507537688442,65.65326633165829,113.67085427135679
30,1,12.17167381974249,55.55364806866953,101.00858369098712
31,1,14.53582554517134,69.14953271028037,143.86292834890966
32,1,13.413793103448276,42.05818965517241,114.60344827586206
33,1,14.92255125284738,7.186788154897494,131.19362186788155
34,1,11.122159090909092,82.91761363636364,102.13352272727273
35,1,10.787061994609164,23.60377358490566,54.95687331536388
36,1,10.620603015075377,36.108040201005025,45.91959798994975
37,1,12.47887323943662,6.242957746478873,96.51760563380282
38,1,11.93313953488372,15.793604651162791,85.36627906976744
39,1,23.0625507717303,66.7863525588952,30.256701868399674
40,1,11.414285714285715,94.2452380952381,96.7
41,1,10.39950980392157,57.916666666666664,51.365196078431374
42,1,10.214117647058824,58.43764705882353,66.91529411764706
43,1,14.614232209737828,30.782771535580526,126.7565543071161
44,1,16.35238095238095,4.761904761904762,146.51904761904763
45,1,11.394077448747153,72.5876993166287,41.145785876993166
46,1,12.935162094763092,73.6857855361596,92.11720698254364
47,1,10.710144927536232,72.91787439613526,77.21739130434783
48,1,11.447721179624665,57.428954423592494,83.48793565683646
49,1,16.446202531645568,23.120253164556964,137.53481012658227
50,1,19.1523178807947,24.47019867549669,147.94039735099338
51,1,15.91304347826087,38.02445652173913,145.4266304347826
52,1,11.54726368159204,97.8457711442786,3.870646766169154
53,1,11.814285714285715,89.25238095238095,79.07142857142857
54,1,10.874285714285714,96.2,67.65714285714286
55,1,10.666666666666666,88.86486486486487,50.612612612612615
56,1,12.356902356902356,82.03367003367003,29.97979797979798
57,1,13.24074074074074,72.63756613756614,16.552910052910054
58,1,11.347394540942927,60.98511166253102,25.084367245657567
59,1,10.560224089635854,96.0952380952381,21.445378151260503
60,1,11.096256684491978,97.93048128342247,36.20855614973262
61,1,12.730434782608695,71.13478260869566,2.3260869565217392
62,1,13.615720524017467,87.36244541484716,2.3013100436681224
63,1,11.169576059850375,85.70573566084788,11.967581047381547
64,1,20.726611226611226,10.017671517671518,83.15488565488566
65,1,25.913587265491756,8.667993177942012,9.865264354747016
66,1,22.173766816143498,8.56390134529148,60.44394618834081
67,1,25.07437000614628,80.95328826060233,63.67916410571604
68,1,22.644216691068813,96.88140556368961,72.6281112737921
69,1,22.169892473118278,83.66021505376344,103.2516129032258
70,1,27.127868852459017,78.95409836065573,143.55409836065573
71,1,24.24580335731415,83.14748201438849,13.154676258992806
72,1,21.620558375634516,95.07868020304568,49.35279187817259
73,1,26.1924882629108,58.44757433489828,136.7902973395931
74,1,26.675222112537018,80.9832181638697,122.68213228035538
75,1,27.271565495207668,96.10543130990415,136.20127795527156
76,1,24.96807661612131,9.96169193934557,94.41181165203511
77,1,23.20842332613391,95.26025917926566,10.885529157667387
78,1,21.805774278215225,97.34383202099738,31.35958005249344
79,1,26.19290780141844,46.297872340425535,125.75744680851064
80,1,25.886486486486486,8.997542997542997,118.27518427518427
81,1,26.128684399712437,30.67864845434939,121.19051042415528
82,1,27.09439528023599,31.0,144.0
83,1,22.469330855018587,36.861524163568774,29.205390334572492
84,1,22.264840182648403,18.06327462491846,37.97716894977169
85,1,20.676706827309236,89.68072289156626,34.15261044176707
86,1,25.28172293364377,95.0407450523865,96.75902211874272
87,1,23.46527777777778,43.18132716049383,80.6820987654321
88,1,25.84742951907131,44.217247097844115,107.88723051409619
89,1,23.793761935073203,51.95035009548059,20.066199872692554
90,1,23.510817307692307,38.08894230769231,12.60576923076923
91,1,26.216992665036674,65.94987775061125,80.66931540342298
92,1,23.3484602917342,27.374392220421395,81.55105348460292
93,1,22.50028555111365,31.397487150199886,60.32267275842376
94,1,24.300215982721383,66.78509719222463,11.695464362850972
1,2,11.513297872340425,78.19680851063829,60.755319148936174
2,2,13.507633587786259,2.8244274809160306,112.72900763358778
3,2,11.787012987012988,20.366233766233766,36.202597402597405
4,2,11.63325183374083,35.80684596577017,79.62102689486552
5,2,15.740845070422536,96.78309859154929,143.38028169014083
6,2,13.46236559139785,97.48387096774194,114.05376344086021
7,2,14.442211055276381,97.72361809045226,128.4924623115578
8,2,11.687022900763358,49.93384223918575,36.82697201017812
9,2,12.922279792746114,26.310880829015545,98.25129533678756
10,2,12.440273037542662,7.535836177474403,26.269624573378838
11,2,12.824022346368714,23.092178770949722,18.41340782122905
12,2,12.930147058823529,30.50735294117647,3.25
13,2,14.0,14.381818181818181,2.2590909090909093
14,2,13.947882736156352,3.596091205211726,11.57328990228013
15,2,11.734328358208955,39.68358208955224,19.62089552238806
16,2,14.838028169014084,80.17605633802818,129.19718309859155
17,2,13.052023121387283,81.52890173410404,117.22543352601156
18,2,15.952380952380953,83.95238095238095,143.64285714285714
20,2,12.475961538461538,41.58173076923077,95.26682692307692
21,2,13.952618453865338,18.882793017456358,114.71072319201996
22,2,11.056338028169014,41.791079812206576,64.19718309859155
23,2,11.68646080760095,16.774346793349167,69.61520190023752
24,2,11.841849148418492,6.0535279805352795,48.41849148418491
25,2,12.075609756097561,49.96829268292683,9.46829268292683
26,2,13.321782178217822,56.32178217821782,1.9207920792079207
27,2,14.131805157593123,58.11174785100287,123.34670487106017
28,2,14.882352941176471,51.279411764705884,134.80882352941177
29,2,12.734463276836157,65.97457627118644,113.6864406779661
30,2,11.992771084337349,55.05542168674699,101.56144578313253
31,2,14.654838709677419,70.30967741935484,143.4967741935484
32,2,13.146907216494846,42.21907216494845,114.8840206185567
33,2,14.940909090909091,6.547727272727273,131.2931818181818
34,2,11.210374639769453,83.9164265129683,101.76657060518733
35,2,10.767123287671232,24.054794520547944,55.02739726027397
36,2,10.73820754716981,35.971698113207545,46.26650943396226
37,2,12.570422535211268,6.373239436619718,96.3169014084507
38,2,11.861271676300579,15.560693641618498,85.34104046242774
39,2,22.598639455782312,68.49773242630386,29.61111111111111
40,2,11.30379746835443,95.39240506329114,96.55949367088607
41,2,10.354066985645932,58.55502392344498,51.10765550239235
42,2,10.331896551724139,59.75431034482759,66.86637931034483
43,2,14.634751773049645,30.54609929078014,126.77659574468085
44,2,16.310756972111555,5.338645418326693,146.3585657370518
45,2,11.476082004555808,72.51480637813212,41.523917995444194
46,2,12.747228381374724,72.94678492239468,92.21729490022173
47,2,10.761904761904763,73.02380952380952,76.75324675324676
48,2,11.455958549222798,57.3419689119171,83.49222797927462
49,2,16.576923076923077,22.983974358974358,137.54807692307693
50,2,19.293333333333333,23.586666666666666,148.12
51,2,15.925064599483203,37.76227390180878,145.2532299741602
52,2,11.403061224489797,97.87755102040816,3.193877551020408
53,2,11.682027649769585,89.2442396313364,78.963133640553
54,2,10.930835734870318,96.59365994236312,67.39481268011528
55,2,11.070552147239264,89.89263803680981,50.469325153374236
56,2,11.81,83.372,31.212
57,2,13.0,71.66288951841359,16.407932011331443
58,2,11.303258145363408,60.67669172932331,25.849624060150376
59,2,10.5,95.88235294117646,21.029411764705884
60,2,11.25,97.89285714285714,35.0
61,2,12.775,70.66666666666667,2.3375
62,2,13.831050228310502,87.52054794520548,2.1187214611872145
63,2,11.04656862745098,85.49264705882354,11.426470588235293
64,2,20.42232142857143,10.70267857142857,83.4875
65,2,25.70445789763346,9.545404512933407,10.701155751238305
66,2,21.66315789473684,7.783625730994152,58.850292397660816
67,2,25.456570155902003,79.98106904231626,64.16592427616926
68,2,22.0,96.93536121673004,74.11977186311788
69,2,22.163227016885553,84.2439024390244,106.06754221388368
70,2,27.218562874251496,80.15269461077844,141.27245508982037
71,2,25.29923830250272,83.86180631120783,6.6550598476605005
72,2,20.812091503267975,94.9673202614379,46.678104575163395
73,2,26.72955047899779,62.15327929255711,130.96610169491527
74,2,24.563409563409564,88.17671517671518,122.79625779625779
75,2,26.706666666666667,94.20190476190476,137.58666666666667
76,2,24.983783783783785,9.118918918918919,96.01891891891891
77,2,24.161684782608695,95.9211956521739,7.747282608695652
78,2,21.5,97.162109375,28.34375
79,2,25.874352331606218,45.115284974093264,122.22020725388602
80,2,25.953239162201655,9.454456892352654,123.79298587433024
81,2,26.158848614072493,31.362473347547976,116.4776119402985
82,2,27.162790697674417,31.65374677002584,142.45219638242895
83,2,22.30135440180587,37.181715575620764,28.274266365688487
84,2,22.042735042735043,23.698523698523697,39.20862470862471
85,2,20.793478260869566,89.3677536231884,34.030797101449274
86,2,24.968617472434268,95.87955894826123,97.30025445292621
87,2,23.256203890006706,44.329309188464116,76.89470154258886
88,2,26.237179487179485,44.39102564102564,103.25320512820512
89,2,23.434711643090317,51.72524483133841,22.17355821545158
90,2,22.16931982633864,37.37481910274964,11.803183791606367
91,2,26.292911540714705,66.27182190978324,81.05272407732865
92,2,23.12603550295858,28.106508875739646,86.24911242603551
93,2,21.858009708737864,31.598300970873787,59.287014563106794
94,2,24.31344537815126,66.9310924369748,8.918487394957983
95,2,17.867424242424242,63.76136363636363,146.86742424242425
96,2,18.50769230769231,50.56923076923077,148.25384615384615
1,3,11.51862464183381,77.60458452722062,60.54727793696275
2,3,13.573076923076924,2.5692307692307694,112.23461538461538
3,3,11.889168765743072,20.513853904282115,35.29471032745592
4,3,11.661333333333333,34.872,79.26933333333334
5,3,15.849112426035504,96.63905325443787,143.18934911242604
6,3,13.267924528301887,97.49056603773585,114.2566037735849
7,3,14.130434782608695,97.7584541062802,129.0
8,3,11.719895287958115,49.68848167539267,37.18586387434555
9,3,13.179775280898877,26.179775280898877,97.20224719101124
10,3,12.487889273356402,6.404844290657439,25.982698961937718
11,3,12.65529010238908,22.25938566552901,18.15358361774744
12,3,13.03020134228188,31.56711409395973,3.6543624161073827
13,3,14.148936170212766,15.351063829787234,2.1382978723404253
14,3,14.043046357615895,3.486754966887417,10.390728476821192
15,3,11.553191489361701,39.5186170212766,20.375
16,3,14.77815699658703,79.61774744027304,129.18088737201364
17,3,13.041782729805014,81.87186629526462,116.7158774373259
20,3,12.297368421052632,41.257894736842104,94.32631578947368
21,3,13.915119363395226,18.312997347480106,114.22015915119363
22,3,11.039506172839506,41.85925925925926,64.00740740740741
23,3,11.849775784753364,16.91255605381166,68.89013452914799
24,3,11.79345088161209,5.7707808564231735,48.22921914357683
25,3,11.936274509803921,50.2328431372549,9.485294117647058
26,3,13.572115384615385,57.54326923076923,1.8942307692307692
27,3,13.927113702623906,57.59766763848396,123.134110787172
28,3,14.649572649572649,50.0,134.27350427350427
29,3,12.947945205479453,65.78904109589041,113.12876712328767
30,3,11.923076923076923,54.84175824175824,100.85054945054945
31,3,14.547987616099071,69.14860681114551,142.9876160990712
32,3,12.96774193548387,41.0,114.5
33,3,14.928730512249443,6.0,131.0556792873051
34,3,11.276276276276276,84.04504504504504,101.38138138138139
35,3,10.721264367816092,23.54022988505747,54.85632183908046
36,3,10.643497757847534,35.26008968609865,45.67488789237668
37,3,12.54054054054054,6.02027027027027,95.79391891891892
38,3,12.060109289617486,15.005464480874316,84.08196721311475
39,3,22.762777242044358,69.43876567020251,28.581485053037607
40,3,11.421176470588236,95.72,95.40470588235294
41,3,10.033505154639176,57.902061855670105,50.72422680412371
42,3,10.450765864332604,59.520787746170676,66.53610503282276
43,3,14.847750865051903,30.02076124567474,126.01730103806229
44,3,15.895,5.015,146.625
45,3,11.509389671361502,72.58215962441315,41.74647887323944
46,3,12.595842956120093,72.70438799076213,92.72979214780601
47,3,10.802966101694915,72.75,77.08474576271186
48,3,11.553299492385786,58.17766497461929,83.0
49,3,16.837920489296636,23.131498470948014,136.84709480122325
50,3,19.10810810810811,23.614864864864863,147.94594594594594
51,3,16.291469194312796,37.65876777251185,144.56635071090048
52,3,11.427860696517413,97.98009950248756,3.3383084577114426
53,3,11.711904761904762,89.29761904761905,78.55
54,3,11.048433048433049,96.5042735042735,67.15954415954415
55,3,11.16326530612245,90.16618075801749,50.12536443148688
56,3,11.56842105263158,83.93052631578948,31.006315789473685
57,3,12.883152173913043,71.63315217391305,16.92391304347826
58,3,11.122549019607844,60.76225490196079,25.433823529411764
59,3,10.480662983425415,96.14917127071823,20.685082872928177
60,3,11.18695652173913,97.69130434782609,34.969565217391306
61,3,13.004366812227074,71.44541484716157,2.441048034934498
62,3,13.353488372093024,87.62790697674419,2.167441860465116
63,3,10.942992874109263,85.71733966745843,11.068883610451307
64,3,21.029812606473595,10.671209540034072,84.49574105621805
65,3,25.728784403669724,9.234518348623853,9.8348623853211
66,3,21.65121412803532,8.83774834437086,58.93598233995585
67,3,25.229591836734695,79.81505102040816,62.77487244897959
68,3,21.9119373776908,96.92759295499022,73.0
69,3,22.190231362467866,84.90488431876607,103.37275064267352
70,3,26.52123552123552,81.05534105534106,137.73873873873873
71,3,25.563432835820894,85.24875621890547,5.626865671641791
72,3,20.989915966386555,95.09579831932773,46.38655462184874
73,3,26.281133828996282,57.17239776951673,130.07527881040892
74,3,24.67334167709637,90.74092615769712,123.15018773466834
75,3,27.141129032258064,97.20967741935483,139.68951612903226
76,3,25.395434462444772,8.106774668630338,101.35272459499264
77,3,24.34729064039409,96.61083743842364,5.985221674876847
78,3,21.60375,96.27125,24.02875
79,3,25.8016,43.9232,122.68
80,3,25.83675564681725,11.070328542094456,125.97895277207392
81,3,26.253275109170307,31.980349344978166,116.12663755458516
82,3,27.203389830508474,32.00677966101695,143.84406779661018
83,3,21.990963855421686,36.80120481927711,27.98042168674699
84,3,21.734346054094107,23.483882919599854,38.44423860689144
85,3,20.791353383458645,89.42293233082707,33.6203007518797
86,3,24.807772380291464,93.70714781401804,96.59195003469813
87,3,23.363636363636363,44.49298352654057,77.99633923123857
88,3,25.398048780487805,43.88585365853658,103.98341463414634
89,3,23.305911029859843,52.97684338817794,22.981109079829373
90,3,22.54724409448819,37.55807086614173,11.750984251968504
91,3,26.359315589353614,67.35994930291508,79.8022813688213
92,3,22.295238095238094,28.25968253968254,83.50031746031746
93,3,21.55689424364123,32.98326639892905,56.370816599732265
94,3,23.547846889952154,68.70255183413079,7.6746411483253585
95,3,18.099358974358974,63.3974358974359,146.33333333333334
96,3,18.437908496732025,49.57516339869281,148.09803921568627
97,3,15.405714285714286,83.40857142857143,143.95714285714286
98,3,19.057142857142857,79.16190476190476,148.1904761904762
1,4,11.554376657824934,77.46419098143237,60.56498673740053
2,4,13.606425702811245,2.4216867469879517,112.89558232931726
3,4,11.884615384615385,20.61813186813187,35.45054945054945
4,4,11.361757105943152,35.28940568475452,79.9405684754522
5,4,15.862745098039216,96.95238095238095,143.06442577030813
6,4,15.71808510638298,97.73936170212765,111.43085106382979
7,4,14.469072164948454,97.73711340206185,128.58247422680412
8,4,11.461741424802112,49.970976253298154,36.6622691292876
9,4,13.121588089330025,25.962779156327542,98.26302729528535
10,4,12.140522875816993,5.88562091503268,26.709150326797385
11,4,12.532051282051283,21.955128205128204,18.458333333333332
12,4,12.946308724832214,31.093959731543624,3.4093959731543624
13,4,14.148514851485148,14.5,2.3267326732673266
14,4,14.158064516129032,3.6225806451612903,11.264516129032257
15,4,11.412371134020619,39.615979381443296,20.288659793814432
16,4,14.663157894736843,80.42807017543859,128.77543859649123
17,4,12.9060773480663,82.39226519337016,116.72375690607734
20,4,12.192837465564738,40.90358126721763,94.8236914600551
21,4,13.775061124694377,18.503667481662593,114.8239608801956
22,4,10.966903073286051,41.470449172576835,63.49645390070922
23,4,11.97283950617284,17.19753086419753,69.14074074074074
24,4,11.679347826086957,5.7771739130434785,48.483695652173914
25,4,11.589569160997732,49.9750566893424,9.19501133786848
26,4,13.664948453608247,56.98969072164948,1.9381443298969072
27,4,13.799418604651162,57.61337209302326,123.45058139534883
28,4,14.5,50.31395348837209,134.86046511627907
29,4,12.921195652173912,65.875,113.13586956521739
30,4,12.0,54.97607655502392,100.54784688995215
31,4,14.817073170731707,69.8079268292683,142.5548780487805
32,4,12.985754985754985,41.41595441595442,114.60113960113961
33,4,15.140776699029127,5.696601941747573,130.75728155339806
34,4,11.346883468834688,83.89972899728997,100.56639566395664
35,4,10.51142857142857,23.12,54.67142857142857
36,4,10.562222222222223,35.20666666666666,45.32666666666667
37,4,12.557377049180328,5.616393442622951,96.09180327868853
38,4,12.018276762402088,15.37597911227154,84.47258485639686
39,4,22.319829424307038,73.40682302771854,25.91044776119403
40,4,11.536082474226804,95.87371134020619,95.46907216494846
41,4,10.049868766404199,58.039370078740156,50.79527559055118
42,4,10.231850117096018,59.24355971896956,66.12412177985948
43,4,14.668810289389068,30.55305466237942,126.2443729903537
44,4,16.388198757763973,5.540372670807454,144.82298136645963
45,4,11.208530805687204,72.50710900473933,41.203791469194314
46,4,12.195238095238095,72.12380952380953,92.16666666666667
47,4,10.757201646090534,73.20164609053498,76.91358024691358
48,4,11.349514563106796,57.74029126213592,83.06067961165049
49,4,16.67584097859327,22.871559633027523,136.86238532110093
50,4,18.74375,24.76875,148.05
51,4,15.88515406162465,37.68627450980392,144.7731092436975
52,4,11.4,98.0421052631579,3.5473684210526315
53,4,11.776371308016877,89.5464135021097,78.4324894514768
54,4,11.096866096866098,96.71225071225071,67.33618233618233
55,4,11.0,89.90031152647975,50.794392523364486
56,4,11.459915611814345,83.915611814346,30.90717299578059
57,4,12.94308943089431,72.32791327913279,16.80758807588076
58,4,10.985330073349633,60.640586797066014,25.25672371638142
59,4,10.731778425655977,96.14285714285714,20.166180758017493
60,4,11.030303030303031,97.78282828282828,34.782828282828284
61,4,13.11353711790393,71.85589519650655,2.427947598253275
62,4,13.37448559670782,86.96296296296296,2.3786008230452675
63,4,10.985781990521327,85.5781990521327,10.789099526066352
64,4,20.921919770773638,11.025787965616045,83.14541547277938
65,4,25.620564808110064,8.129616220130341,9.328023171614772
66,4,20.711459192085737,5.4204451772464965,49.5078318219291
67,4,25.292742927429273,80.73124231242312,63.41820418204182
68,4,21.964412811387902,96.27046263345196,74.16370106761566
69,4,22.380434782608695,84.78695652173913,103.85
70,4,27.035714285714285,80.54017857142857,140.45982142857142
71,4,25.135483870967743,86.20516129032258,9.321290322580646
72,4,21.1328,95.4576,46.9776
73,4,26.153333333333332,60.47176470588235,118.88705882352942
74,4,25.844677935130196,82.09593421653723,121.70260392873458
75,4,27.45394736842105,95.76644736842105,141.21052631578948
76,4,25.109251101321586,7.577092511013216,100.92422907488987
77,4,23.803206997084548,96.48833819241983,7.793002915451895
78,4,21.57675438596491,97.20175438596492,27.06359649122807
79,4,25.08777969018933,44.85197934595525,124.76075731497419
80,4,25.912481352560913,10.428145201392342,126.39383391347589
81,4,24.861228813559322,28.915254237288135,122.46610169491525
82,4,27.20643431635389,32.6970509383378,142.67292225201072
83,4,22.304093567251464,36.67153996101364,26.02046783625731
84,4,21.59064748201439,21.08884892086331,34.500719424460435
85,4,20.7098976109215,90.19283276450511,34.63993174061434
86,4,24.568380213385062,96.16488845780795,97.74393792434529
87,4,22.68557336621455,45.3347718865598,77.00184956843403
88,4,25.06461731493099,43.244040150564615,103.42471769134254
89,4,22.58093525179856,53.497002398081534,22.658273381294965
90,4,23.412116679132385,35.88780852655198,10.789080029917725
91,4,25.902825979176995,66.53941497273178,80.97322756569162
92,4,22.81813031161473,28.878753541076488,88.25892351274787
93,4,21.433774834437084,33.0,58.30905077262693
94,4,23.345495160089353,70.05286671630678,6.7393894266567385
95,4,17.933333333333334,62.88,146.58666666666667
96,4,18.5,49.0,147.98701298701297
97,4,15.613466334164588,83.87281795511223,142.713216957606
98,4,18.8515625,79.03125,148.1015625
1,5,11.51010101010101,76.81565656565657,60.707070707070706
2,5,13.91699604743083,2.3122529644268774,111.94466403162055
3,5,11.806282722513089,20.298429319371728,35.083769633507856
4,5,11.413698630136986,34.85479452054795,79.6109589041096
5,5,15.656,96.78666666666666,142.40533333333335
6,5,15.58904109589041,97.5068493150685,110.8082191780822
7,5,14.637209302325582,97.63720930232559,127.27441860465116
8,5,11.410714285714286,48.982142857142854,37.05102040816327
9,5,13.151193633952255,25.445623342175065,98.10344827586206
10,5,12.374149659863946,5.36734693877551,25.329931972789115
11,5,12.393063583815028,21.393063583815028,17.713872832369944
12,5,12.852564102564102,31.07051282051282,3.5064102564102564
13,5,14.004807692307692,14.54326923076923,2.4326923076923075
14,5,14.073643410852712,2.5348837209302326,10.678294573643411
15,5,11.481481481481481,39.58271604938272,20.09135802469136
16,5,14.782178217821782,79.79537953795379,128.07590759075907
17,5,12.852173913043478,82.68115942028986,115.8463768115942
20,5,12.62534435261708,40.231404958677686,94.7961432506887
21,5,13.903682719546742,18.325779036827196,114.47592067988668
22,5,11.190954773869347,41.89698492462311,64.43969849246231
23,5,11.946601941747574,16.57766990291262,68.85922330097087
24,5,11.581267217630854,4.75206611570248,47.50137741046832
25,5,11.648325358851675,50.41626794258373,10.0311004784689
26,5,13.616822429906541,56.85514018691589,1.911214953271028
27,5,13.916201117318435,57.94692737430167,123.39664804469274
28,5,14.672463768115943,50.3536231884058,134.61449275362318
29,5,12.91008174386921,65.81471389645776,113.02997275204359
30,5,12.367205542725173,55.018475750577366,101.02540415704388
31,5,15.46938775510204,70.05830903790087,140.8862973760933
32,5,12.96514745308311,40.943699731903486,114.62198391420911
33,5,14.950738916256158,5.490147783251231,131.01970443349754
34,5,11.466836734693878,83.49489795918367,100.08928571428571
