Label,ID,Branch spot ID,Spot N links outgoing,Spot N links total,Spot N links incoming,Spot center intensity,Spot ellipsoid aspect ratios short/middle,Spot ellipsoid aspect ratios short/long,Spot ellipsoid aspect ratios middle/long,Spot ellipsoid properties short semi-axis,Spot ellipsoid properties middle semi-axis,Spot ellipsoid properties long semi-axes,Spot ellipsoid volume,frame,Spot intensity mean,Spot intensity std,Spot intensity min,Spot intensity max,Spot intensity median,Spot intensity sum,Spot position X,Spot position Y,Spot position Z,Spot quick mean,Spot radius,Spot track ID,Track N spots
,, ,N outgoing links,Spot N links,N incoming links,Center ch1,Aspect ratio between short and middle semi-axes,Aspect ratio between short and long semi-axes,Aspect ratio between middle and long semi-axes,Short semi-axis,Middle semi-axis,Long semi-axis,Volume, ,Mean ch1,Std ch1,Min ch1,Max ch1,Median ch1,Sum ch1,X,Y,Z,Mean ch1, , ,
,,,,,,(Counts),,,,(pixel),(pixel),(pixel),,,(Counts),(Counts),(Counts),(Counts),(Counts),(Counts),(pixel),(pixel),(pixel),(Counts),(pixel),,
1709,1709,27,1,2,1,1148.649797,0.859740931,0.357476437,0.415795531,4.514379846,5.250860678,12.62846829,1253.914374,17,987.0867209,261.7699331,483,1767,949,364235,133.841,48.036,72.3675,987.0867209,6.689491259,27,31
1710,1710,28,1,2,1,1211.951745,0.688410036,0.35456591,0.515050466,4.249783835,6.173332187,11.98587827,1317.179488,17,1041.248705,265.5445281,409,2081,991,401922,111.133,63.0362,61.391,1041.248705,6.800154551,28,31
1711,1711,29,1,2,1,1057.39005,0.625148752,0.368594022,0.589610106,4.34797985,6.955112425,11.79612146,1494.237124,17,964.7090069,207.1571875,423,1862,955,417719,101.446,50.6854,62.5665,964.7090069,7.092134626,29,31
1712,1712,30,1,2,1,909.2845872,0.83623291,0.421941376,0.504573991,4.88994866,5.847591744,11.58916601,1388.10442,17,885.8325,260.0042788,349,1875,845,354333,140.278,68.5654,75.9075,885.8325,6.920080968,30,31
1713,1713,31,1,2,1,1158.542281,0.803764624,0.49009339,0.609747401,4.802480411,5.974983558,9.799112791,1177.816631,17,1056.065714,242.820305,415,1767,1081,369623,115.139,36.6143,61.899,1056.065714,6.551333243,31,31
1714,1714,32,1,2,1,973.5495552,0.670948424,0.374323816,0.55790252,4.242854983,6.323667861,11.33471822,1273.874303,17,857.2970588,222.5795075,382,1795,852,291481,129.865,3.15754,75.6695,857.2970588,6.724799224,32,35
1715,1715,33,1,2,1,1180.624506,0.771904344,0.364641074,0.47239153,4.329079247,5.608310513,11.87216569,1207.386027,17,1080.120344,205.9000214,459,1738,1092,376962,99.7329,80.7663,59.1525,1080.120344,6.605705058,33,31
1716,1716,34,1,2,1,1127.305683,0.81187566,0.404522821,0.498257111,4.651664642,5.72952839,11.49914022,1283.752351,17,1006.860892,166.9117765,470,1388,1012,383614,55.2841,17.4142,54.833,1006.860892,6.742136602,34,31
1717,1717,35,1,2,1,1096.841838,0.724188924,0.381352881,0.526593087,4.367778412,6.031269284,11.45337725,1263.83824,17,966.5543478,204.3618159,489,1497,966,355692,48.3291,30.7636,54.446,966.5543478,6.707092472,35,31
1718,1718,36,1,2,1,770.8035885,1,0.435066405,0.435066405,4.242848519,4.242848519,9.752186036,735.369545,17,642.0297619,210.5681628,286,1099,615,107861,99.1104,0.818929,65.197,642.0297619,5.599367989,36,33
1719,1719,37,1,2,1,1064.749152,0.73495609,0.333333186,0.453541634,4.36898879,5.944557575,13.10697216,1425.907832,17,959.5773956,183.4134426,494,1507,943,390548,85.2934,5.72484,61.151,959.5773956,6.982339288,37,31
1720,1720,115,1,2,1,566.4990963,0.932020472,0.932020472,1,13.18075928,14.14213494,14.14213494,11042.28601,17,550.3130312,66.93041861,350,781,550,1554084,28.1429,59.2923,103.6495,550.3130312,13.81412752,38,62
1721,1721,39,1,2,1,1103.149622,0.927306148,0.476565567,0.513924736,5.010225548,5.402989681,10.5131925,1192.105362,17,981.4565826,234.2392334,382,1766,953,350380,94.6733,94.3129,54.2425,981.4565826,6.577719417,39,26
1722,1722,40,1,2,1,1070.736093,0.823998628,0.333333168,0.404531217,4.508585859,5.471593889,13.5257643,1397.66994,17,980.1578947,193.5452829,538,1637,959,391083,52.8729,56.1299,58.827,980.1578947,6.935940175,40,31
1723,1723,41,1,2,1,1130.286712,0.93088728,0.333333212,0.358081176,4.714043917,5.064033012,14.14213691,1414.144534,17,1020.206388,234.0149603,508,1887,995,415224,67.86,56.0193,54.498,1020.206388,6.963085532,41,31
1724,1724,42,1,2,1,1219.551425,0.868924252,0.504053026,0.580088569,4.832702659,5.561707652,9.58768703,1079.445425,17,1029.12844,266.7430153,497,1848,981,336525,125.311,28.2261,75.9215,1029.12844,6.363616906,42,31
1725,1725,44,1,2,1,1055.743963,0.627689435,0.343375797,0.547047278,4.242855657,6.759482353,12.35630378,1484.392947,17,933.855814,154.8051415,553,1332,933,401558,47.5954,70.2098,52.825,933.855814,7.076525744,44,31
1726,1726,45,1,2,1,1178.281676,0.801833336,0.346676233,0.432354477,4.709685225,5.873646071,13.58525557,1574.186115,17,996.2384106,305.7726911,330,2155,931,451296,90.4984,68.897,63.6525,996.2384106,7.216431431,45,31
1727,1727,46,1,2,1,1055.079538,0.899936974,0.426894634,0.47436059,5.360743065,5.95679833,12.5575321,1679.696417,17,959.9004149,172.7052169,499,1477,957,462672,78.2572,68.9604,51.3135,959.9004149,7.374185567,46,31
1728,1728,47,1,2,1,983.1478898,0.630074963,0.334605151,0.531056097,4.320680995,6.857407842,12.91277491,1602.582413,17,911.6953642,229.1298274,338,1616,899,412998,83.7209,49.5976,59.811,911.6953642,7.259564826,47,31
1729,1729,48,1,2,1,975.907002,0.921747323,0.563505205,0.611344553,5.01888211,5.444965215,8.906540814,1019.529451,17,905.5080906,201.1616849,402,1617,896,279802,137.198,19.6747,82.349,905.5080906,6.243628517,48,31
1730,1730,49,1,2,1,608.2195821,1,0.519988333,0.519988333,4.242851418,4.242851418,8.159512728,615.2738824,17,490.3706294,163.4623908,227,859,474,70123,149.328,17.986,93.0785,490.3706294,5.276265289,49,31
1731,1731,50,1,2,1,929.2512682,0.801268063,0.333333478,0.416007443,4.62925094,5.777406032,13.88774681,1555.836706,17,856.3423423,222.4035843,394,1630,831,380216,144.191,35.8362,77.456,856.3423423,7.188282468,50,35
1732,1732,51,1,2,1,1114.225687,0.986799873,0.363953137,0.368821629,4.242851842,4.299607204,11.65768724,890.8152792,17,952.7929515,192.4268539,577,1572,940,216284,6.20689,98.1976,61.0665,952.7929515,5.968973939,51,24
1733,1733,52,1,2,1,1224.788739,0.700283708,0.334549918,0.47773483,4.242847795,6.058755536,12.68225626,1365.607885,17,1065.005089,281.4416512,439,1754,1059,418547,78.047,86.9975,53.9585,1065.005089,6.882493377,52,31
1734,1734,53,1,2,1,1136.730991,0.773443587,0.386658853,0.499918623,4.242852523,5.485665141,10.97311619,1069.807941,17,997.9337748,286.3361909,510,1884,929,301376,69.2586,96.8808,54.298,997.9337748,6.344621754,53,28
1735,1735,106,1,2,1,760.3914216,1,0.333333089,0.333333089,4.538932792,4.538932792,13.61680836,1175.090835,17,615.9461883,190.7873841,282,1155,577,137356,52.081,99.4619,56.5275,615.9461883,6.546275469,54,43
1736,1736,55,1,2,1,919.8630794,0.632584569,0.365412705,0.577650363,4.242852429,6.707170297,11.61112454,1384.076684,17,861.5273632,175.1050714,482,1409,857,346334,38.0083,80.8518,51.887,861.5273632,6.913381361,55,31
1737,1737,56,1,2,1,1247.748854,0.817762672,0.33680929,0.411866794,4.521262011,5.528819259,13.42380435,1405.582338,17,1120.218673,209.962579,663,1836,1109,455929,20.9665,71.3737,69.873,1120.218673,6.949003983,56,31
1738,1738,57,1,2,1,1169.775816,0.725131629,0.333333145,0.459686396,4.42287552,6.099410569,13.26863405,1499.365143,17,1059.797136,208.755642,519,1715,1054,444055,30.7439,59.3666,55.343,1059.797136,7.100238443,57,33
1739,1739,58,1,2,1,1288.825855,0.757675108,0.380916266,0.50274354,4.377789139,5.777923935,11.49278603,1217.700797,17,1130.433702,262.6302442,487,1964,1130,409217,25.3199,93.4321,51.846,1130.433702,6.624462718,58,27
1740,1740,59,1,2,1,869.9734227,0.759068912,0.380323849,0.50103995,4.24285041,5.589545751,11.15588838,1108.222606,17,764.2611684,136.9983407,469,1131,762,222400,37.579,97.667,60.539,764.2611684,6.419671398,59,25
1741,1741,60,1,2,1,1292.96359,0.890376667,0.333333715,0.374373821,4.428488491,4.973724778,13.28545026,1225.750721,17,1101.879765,255.7978296,500,1780,1085,375741,3.75659,70.0669,60.81,1101.879765,6.63902824,60,31
1742,1742,61,1,2,1,1035.307429,0.978929301,0.33333308,0.340507818,4.532268232,4.629821814,13.59681503,1195.103946,17,935.670068,212.3120329,409,1489,987,275087,2.19935,84.9607,64.873,935.670068,6.583229928,61,32
1743,1743,62,1,2,1,1021.502783,0.81857393,0.508296555,0.620953754,5.198091732,6.350179919,10.22649413,1413.98679,17,893.4698795,179.1094676,408,1584,878,370790,17.8254,82.6527,48.2734,893.4698795,6.962826619,62,31
1744,1744,63,1,2,1,566.0185608,0.665999403,0.566228178,0.850193222,8.007656785,12.02351947,14.14210225,5703.476333,17,529.1270903,73.83019817,271,788,529,791045,83.7018,10.9599,99.984,529.1270903,11.08367233,63,38
1745,1745,108,1,2,1,619.773256,0.865484624,0.799429471,0.92367842,11.30565319,13.06280073,14.14215212,8748.549927,17,580.1216216,81.49276825,366,890,575,1287870,104.317,86.7979,115.0725,580.1216216,12.7825006,68,43
1746,1746,76,1,2,1,563.1760456,0.539575754,0.361029218,0.669098297,5.105724359,9.462479216,14.14213616,2861.975602,17,546.936107,53.61961279,363,709,548,368088,3.31696,93.4286,115.555,546.936107,8.80763089,76,29
1747,1747,83,1,2,1,582.6835266,0.923604181,0.923604181,1,13.06172537,14.14212456,14.14212456,10942.54833,17,564.1328976,73.38177308,355,863,563,1553622,33.0444,12.7788,100.762,564.1328976,13.77241037,83,32
1748,1748,84,1,2,1,532.8409185,0.749784465,0.68075908,0.907939697,9.627367852,12.84018048,14.14210715,7322.871729,17,515.5481172,51.9344552,380,703,514,985728,36.258,88.8151,101.5765,515.5481172,12.04659396,84,32
1749,1749,117,1,2,1,644.9206031,0.684559669,0.587932073,0.858847081,8.140255199,11.89122814,13.84557089,5613.894004,17,602.4205345,61.49855402,426,781,601,856642,6.64268,39.8709,111.0255,602.4205345,11.02533683,89,47
1750,1750,91,1,2,1,574.6003503,0.646771416,0.619580683,0.957959285,8.762202507,13.54760321,14.14214928,7032.014879,17,530.5297718,80.83371827,244,823,528,953362,96.4685,26.8118,106.645,530.5297718,11.88494174,91,31
1751,1751,92,1,2,1,524.7376343,0.958024104,0.958024104,1,13.54850458,14.1421333,14.1421333,11350.36493,17,519.0331472,62.43743633,308,723,520,1487549,62.4808,34.2458,98.7245,519.0331472,13.94142195,92,32
1752,1752,119,1,2,1,589.3284122,0.913921189,0.561240834,0.614102004,4.24285353,4.642471998,7.559773408,623.7416146,17,560.0340909,50.6402322,455,708,556,98566,2.27774,86.9305,138.3085,560.0340909,5.30036003,93,43
1753,1753,102,1,2,1,579.6187826,0.915145504,0.616196745,0.673331991,8.714335562,9.522349745,14.14213177,4915.660681,17,559.8349673,61.05874725,335,806,560,685238,135.292,68.5175,135.7065,559.8349673,10.54786176,72,47
1754,1754,121,1,2,1,610.9358435,0.77514991,0.549686777,0.709136091,6.511071263,8.399757493,11.84505711,2713.594589,17,558.3421751,68.00443036,365,769,558,420990,88.6596,42.2564,106.0735,558.3421751,8.652709404,86,38
1755,1755,5,1,2,1,1206.610373,0.801524324,0.364971561,0.455346831,4.242854469,5.293481858,11.62516461,1093.672482,17,1071.947368,271.742933,493,1957,1047,325872,110.069,97.0246,72.3845,1071.947368,6.391452395,5,26
1756,1756,85,1,2,1,558.7097413,0.4849363,0.333333716,0.687376293,4.390622302,9.054018643,13.17185177,2193.324589,17,506.0088496,57.61594779,364,692,504,285895,85.7513,97.3976,107.6965,506.0088496,8.060056745,85,19
1757,1757,43,1,2,1,813.2572827,0.710353244,0.464046487,0.653261586,4.242849455,5.972872638,9.143156072,970.5672193,17,793.887372,148.3268937,402,1285,804,232609,144.014,4.72485,87.864,793.887372,6.142035702,43,39
1758,1758,101,1,2,1,550.9231586,0.875518037,0.875517473,0.999999355,12.38168713,14.14212683,14.14213595,10372.85175,17,538.8254932,87.8902406,290,903,536,1420344,129.655,16.9184,126.09,538.8254932,13.5291295,79,65
1759,1759,107,1,2,1,1178.238334,0.833838491,0.349013308,0.418562242,4.242852144,5.08833808,12.1567059,1099.356064,17,1025.959502,181.9340581,624,1529,1022,329333,54.88,88.3411,55.454,1025.959502,6.402504941,54,43
1760,1760,112,1,2,1,587.9007687,0.551293663,0.472107764,0.856363488,6.67661369,12.1108116,14.14213913,4789.974611,17,561.1905882,55.34391325,413,756,559,715518,108.164,45.0121,115.1175,561.1905882,10.45718683,87,51
1761,1761,95,1,2,1,758.8885973,0.976905367,0.471957129,0.48311448,4.242846344,4.343149794,8.989897778,693.913721,17,641.5962733,176.8253156,298,1033,647,103297,148.974,49.327,91.793,641.5962733,5.492106563,18,60
1762,1762,90,2,3,1,841.5446431,0.988231321,0.786916544,0.796287799,11.12867913,11.26120868,14.1421339,7423.90116,17,773.1367167,128.5661337,423,1431,764,1492927,74.9268,71.1664,131.6045,773.1367167,12.10174109,90,55
1763,1763,105,1,2,1,607.9260062,0.74026269,0.621375715,0.839398937,8.146563168,11.00496254,13.11052714,4923.47527,17,571.7971809,67.11534117,367,843,572,730185,131.599,49.0321,129.977,571.7971809,10.55344822,78,42
1764,1764,73,1,2,1,582.593254,0.874670336,0.770057316,0.880397201,10.5515106,12.06341425,13.70224058,7305.754579,17,559.6534149,69.51927274,344,825,559,1098040,130.12,87.8114,130.7365,559.6534149,12.03720037,73,31
1765,1765,75,1,2,1,619.3608848,0.749395729,0.575336774,0.767734259,5.602916432,7.476579085,9.738498705,1708.825423,17,556.2687225,92.03561572,362,869,540,252546,100.225,6.76992,134.884,556.2687225,7.416568788,75,31
1766,1766,103,1,2,1,612.4936667,0.678759986,0.649255875,0.956532337,9.181869343,13.52741696,14.14214286,7357.831102,17,571.4364407,75.33311423,302,822,570,1078872,111.204,66.9659,119.3635,571.4364407,12.06573368,72,47
1767,1767,77,1,2,1,593.9119076,0.354094374,0.347374276,0.981021732,4.242854901,11.98227144,12.2140734,2601.03663,17,537.1919505,54.46421481,391,781,536,347026,21.8544,97.8207,103.6635,537.1919505,8.531379997,77,24
1768,1768,113,1,2,1,811.3239133,0.959460635,0.518598946,0.540510916,4.721538497,4.921034094,9.104412051,886.0952802,17,756.8586957,102.0825956,547,1077,735,208893,98.5522,54.4192,138.6135,756.8586957,5.95841303,87,51
1769,1769,116,1,2,1,538.8718045,0.961790978,0.579747403,0.602778999,7.048480849,7.328495496,12.15784808,2630.60518,17,505.4805195,56.94347399,364,686,498,350298,39.4606,46.4323,137.204,505.4805195,8.563586468,38,62
1770,1770,118,1,2,1,612.9289085,0.716284142,0.522655614,0.729676373,5.318873919,7.425648021,10.17663214,1683.630329,17,574.6625767,51.73631373,437,746,573,281010,5.41645,21.487,109.8265,574.6625767,7.379937952,89,47
1771,1771,66,1,2,1,745.2116458,0.858297306,0.533824163,0.62195717,5.227379144,6.090406096,9.792323961,1305.884101,17,667.3291139,87.00876925,418,889,664,263595,60.2898,89.3005,129.4265,667.3291139,6.780660626,66,22
1772,1772,109,1,2,1,648.4178664,0.574903562,0.522144872,0.908230365,4.857072723,8.448499958,9.302155365,1598.918806,17,609.575693,64.91566789,428,801,606,285891,86.764,72.4704,106.669,609.575693,7.254028659,68,43
1773,1773,82,1,2,1,599.6155171,0.569929845,0.431496627,0.757104809,5.321747872,9.337549028,12.3332317,2567.158539,17,559.8539326,54.59953696,390,745,560,398616,21.2749,30.7437,101.882,559.8539326,8.494178051,82,31
1774,1774,120,1,2,1,593.7809203,0.584823658,0.584823191,0.999999202,8.270645988,14.14211939,14.14213068,6928.789805,17,566.0443623,66.80133606,363,770,564,918690,6.14071,75.6591,110.983,566.0443623,11.82650063,93,43
1775,1775,122,1,2,1,644.9935174,0.64830416,0.609351566,0.939916175,5.77636005,8.909953704,9.479519498,2043.64114,17,600.3564189,64.75027906,413,779,602,355411,71.0196,72.4638,103.983,600.3564189,7.872367187,86,38
1776,1776,98,2,3,1,692.6583568,0.825979322,0.413012141,0.500027216,5.84087375,7.071452749,14.14213571,2446.75268,17,692.4411765,92.56593095,513,1046,677,447317,5.72609,4.94634,127.062,692.4411765,8.359246932,64,50
1777,1777,88,1,2,1,645.6522824,0.527071416,0.350636972,0.665255146,4.242856244,8.049869739,12.10042461,1731.156735,17,603.1746032,61.18075967,421,770,606,266000,2.53207,58.2057,110.1805,603.1746032,7.448736194,88,31
1778,1778,111,1,2,1,585.4629281,0.823627748,0.495196202,0.601237882,4.242854065,5.151421958,8.568026261,784.4307635,17,555.9612069,49.68814656,428,696,554,128983,125.76,38.2687,135.1015,555.9612069,5.721220279,81,30
1779,1779,0,1,2,1,1357.463246,0.949168277,0.333333352,0.351184674,4.531130516,4.773790516,13.5933908,1231.647249,18,1203.131653,286.5824529,641,2069,1142,429518,64.226,75.5243,58.3865,1203.131653,6.649656995,0,31
1780,1780,1,1,2,1,849.78839,1,0.533111323,0.533111323,4.242855494,4.242855494,7.958666997,600.1301197,18,665.030303,271.0776329,258,1556,638,87784,113.524,0.606982,67.485,665.030303,5.232616884,1,31
1781,1781,2,1,2,1,1091.834918,0.804946449,0.333333475,0.414106398,4.629926779,5.751844469,13.88977445,1549.40538,18,1000,192.4024505,413,1595,1008,442000,38.0585,15.0724,55.926,1000,7.178364111,2,31
1782,1782,3,1,2,1,1084.480525,0.767056855,0.461649593,0.601845339,4.841591574,6.311907056,10.48758983,1342.49615,18,962.0025707,221.5523896,353,1875,954,374219,81.1807,30.0379,57.5165,962.0025707,6.843445503,3,31
1783,1783,4,1,2,1,1122.593539,0.709343341,0.333333332,0.469918181,4.427553406,6.241763546,13.28266027,1537.605044,18,1007.585542,270.9536064,354,2269,1021,418148,140.074,96.8778,74.415,1007.585542,7.160094077,4,25
1784,1784,6,1,2,1,1100.935442,0.875767031,0.365694212,0.417570197,4.242854303,4.844729421,11.60219157,998.9788342,18,968.092,227.2196616,373,1719,956,242023,125.502,98.2398,63.789,968.092,6.201392587,6,24
1785,1785,7,1,2,1,1267.061273,0.804437557,0.400485655,0.497845546,4.513439338,5.610677052,11.26991513,1195.451981,18,1089.22905,238.8783384,607,1855,1065,389944,40.9459,45.4367,59.9405,1089.22905,6.583868917,7,31
1786,1786,8,1,2,1,1351.494011,0.823777253,0.499655308,0.606541764,4.74559463,5.76077406,9.497736841,1087.627605,18,1108.81194,263.1896311,579,1848,1068,371452,99.1667,18.8624,64.559,1108.81194,6.379655156,8,31
1787,1787,9,1,2,1,1272.790037,0.719601414,0.368859801,0.512589043,4.242855181,5.896118456,11.50262287,1205.340916,18,1107.76506,225.2866296,558,1837,1090,367778,26.6734,3.00382,59.4445,1107.76506,6.601973295,9,34
1788,1788,10,1,2,1,1080.858803,0.743008391,0.333333219,0.448626453,4.317846689,5.81130273,12.95354451,1361.50095,18,972.5169713,209.5915602,527,1582,964,372474,21.0455,21.5434,59.526,972.5169713,6.87558697,10,31
1789,1789,11,1,2,1,1177.431215,0.945983173,0.405076009,0.428206358,4.78355283,5.056699702,11.80902527,1196.521204,18,1056.866667,216.2463106,571,1683,1042,380472,6.15629,31.7786,63.03,1056.866667,6.585831222,11,40
1790,1790,12,1,2,1,1131.520854,0.878225193,0.333333098,0.379553104,4.298295628,4.894297797,12.89489597,1136.30031,18,1003.3625,193.1174375,457,1524,1025,321076,3.17528,12.6037,66.255,1003.3625,6.4734357,12,31
1791,1791,13,1,2,1,942.4084021,1,0.381173809,0.381173809,4.242856127,4.242856127,11.13102745,839.3449344,18,783.7329843,202.8465765,411,1243,767,149693,11.7576,1.18127,68.175,783.7329843,5.851725625,13,38
1792,1792,14,1,2,1,1116.732233,0.789684931,0.39543709,0.500752989,4.713363086,5.968662816,11.91937531,1404.591531,18,989.4852941,229.1790815,466,1689,993,403710,25.0929,39.185,57.0335,989.4852941,6.947370796,14,31
1793,1793,15,1,2,1,1206.833683,0.674725491,0.358244915,0.530949133,4.242849503,6.288260276,11.8434326,1323.592626,18,1053.400517,255.0626608,504,1860,1014,407666,126.877,79.7273,73.2695,1053.400517,6.811172978,15,31
1794,1794,16,1,2,1,1171.576053,0.636481967,0.373366669,0.586609972,4.310347224,6.772143509,11.54454208,1411.574258,18,1072.942169,222.6055121,480,1610,1086,445271,114.739,79.3318,62.988,1072.942169,6.958864393,16,31
1795,1795,96,1,2,1,1118.621235,0.736607408,0.352599013,0.478679699,4.266170247,5.79164722,12.09921212,1252.235417,18,981.325,253.5226305,429,1831,949,353277,143.205,83.3836,75.5975,981.325,6.686504242,17,50
1796,1796,94,1,2,1,865.9260356,0.837222417,0.429508437,0.51301593,4.242855406,5.067775683,9.87839829,889.7146807,18,802.2362869,196.010277,325,1299,836,190130,147.495,64.5776,92.5615,802.2362869,5.966514712,18,60
1797,1797,19,1,2,1,1200.880687,0.668148312,0.434488184,0.650287034,4.364614651,6.532403919,10.04541621,1199.707798,18,1025.146893,225.2435909,540,1807,1007,362902,97.6894,35.4631,58.8385,1025.146893,6.591672536,19,31
1798,1798,20,1,2,1,1177.432013,0.718410215,0.345630439,0.481104572,4.323398707,6.018008399,12.5087325,1363.264082,18,1050.34264,256.9480633,427,1772,1016,413835,115.063,13.9254,74.044,1050.34264,6.87855363,20,31
1799,1799,21,1,2,1,1035.199945,0.730683299,0.385373271,0.527414916,4.658983804,6.376201304,12.0895354,1504.358836,18,903.2986111,179.3806467,504,1377,894,390225,65.6493,37.2393,58.9555,903.2986111,7.108112247,21,31
1800,1800,22,1,2,1,1039.190288,0.620517004,0.333333642,0.537186959,4.627980151,7.458264841,13.88392759,2007.382981,18,947.0383944,167.1988429,453,1420,957,542653,71.4107,9.89502,65.0265,947.0383944,7.825532081,22,31
1801,1801,23,1,2,1,972.9915623,0.514647923,0.397348701,0.772078704,4.242850819,8.244181379,10.67790283,1564.515513,18,861.2962025,182.1764801,376,1363,872,340212,51.0867,2.02436,59.466,861.2962025,7.201623645,23,42
1802,1802,24,1,2,1,1024.298709,0.676214881,0.471398674,0.697113724,4.673889417,6.91184052,9.914939675,1341.685812,18,913.9441624,193.1444948,437,1521,919,360094,16.9065,50.0365,51.672,913.9441624,6.842068313,24,31
1803,1803,25,1,2,1,1166.723698,0.898449203,0.333333304,0.371009627,4.289741152,4.774606217,12.86922459,1104.103117,18,1010.828383,194.9671145,515,1440,1022,306281,2.65049,55.5558,57.8745,1010.828383,6.411707113,25,31
1804,1804,26,1,2,1,1234.655538,0.632844161,0.388664818,0.614155652,4.242854961,6.704423025,10.91648835,1300.741989,18,1045.678191,279.2135434,372,2030,1010,393175,122.269,57.059,72.8155,1045.678191,6.771748967,26,31
1805,1805,27,1,2,1,1151.759792,0.811174406,0.373633314,0.460607868,4.492018969,5.537673446,12.02253334,1252.718592,18,992.4786096,270.0761353,368,1737,962,371187,133.284,47.8622,72.986,992.4786096,6.687364127,27,31
1806,1806,28,1,2,1,1273.290124,0.740189678,0.350768052,0.473889413,4.242848015,5.732109139,12.09587929,1232.247595,18,1084.832861,273.6653519,553,1999,1021,382946,110.633,64.5194,60.9765,1084.832861,6.650737242,28,31
1807,1807,29,1,2,1,1121.643972,0.617993893,0.429858245,0.695570377,4.41602999,7.145750208,10.27322388,1357.923195,18,1013.2,208.1494417,558,1562,1025,410346,101.26,50.6455,64.021,1013.2,6.869559125,29,31
1808,1808,30,1,2,1,914.8313024,0.778808793,0.403379442,0.517944129,4.794953437,6.15677876,11.8869554,1469.931797,18,882.2047059,245.6177291,380,1716,848,374937,140.324,68.6587,76.3405,882.2047059,7.053470566,30,31
1809,1809,31,1,2,1,1236.879748,0.749934964,0.456729166,0.609025033,4.630565935,6.174623346,10.13853784,1214.251026,18,1077.161644,280.0413503,365,1866,1085,393164,115.135,37.1789,61.002,1077.161644,6.618201056,31,31
1810,1810,32,1,2,1,997.4183714,0.696350217,0.357961909,0.514054423,4.242850839,6.09298416,11.85279979,1283.504428,18,887.9545455,215.9581926,422,1657,877,312560,130.354,3.24186,77.2115,887.9545455,6.741702552,32,35
1811,1811,33,1,2,1,1198.624646,0.709949688,0.378557723,0.533217677,4.242855127,5.976275781,11.2079476,1190.429099,18,1056.847458,217.1082925,488,1768,1074,374124,99.2404,82.6272,58.243,1056.847458,6.574634913,33,31
1812,1812,34,1,2,1,1077.629103,0.897734481,0.382870314,0.426485026,4.840951742,5.392409278,12.64384197,1382.551345,18,989.8759494,145.7119832,621,1343,988,391001,55.9848,17.997,55.1485,989.8759494,6.910840769,34,31
1813,1813,35,1,2,1,1083.278011,0.7166417,0.378707251,0.528447131,4.337472816,6.052498502,11.45336618,1259.485615,18,960.0054795,202.7079721,422,1538,965,350402,49.0092,31.1478,54.569,960.0054795,6.699383935,35,31
1814,1814,36,1,2,1,809.238178,1,0.433632681,0.433632681,4.242863671,4.242863671,9.784464721,737.808809,18,650.3597561,208.74477,268,1206,629,106659,100.037,1.0959,67.035,650.3597561,5.6055523,36,33
1815,1815,37,1,2,1,1095.023126,0.701803296,0.334182396,0.476176726,4.242852111,6.045642895,12.69621669,1364.153747,18,953.4683544,188.7947772,543,1468,927,376620,86.6842,6.1268,61.032,953.4683544,6.880049618,37,31
1816,1816,115,2,3,1,571.9953315,0.972142529,0.972142529,1,13.74817704,14.14214133,14.14214133,11517.65516,18,554.9972385,66.14766144,351,760,554,1607827,27.4925,58.5472,103.5175,554.9972385,14.00958124,38,62
1817,1817,39,1,2,1,1049.918633,0.774148107,0.413022728,0.533519005,4.501599875,5.814907812,10.89915778,1195.064299,18,970.427762,231.2008449,447,1878,956,342561,93.9873,95.3885,55.6195,970.427762,6.58315713,39,26
1818,1818,40,1,2,1,1080.178804,0.732698983,0.333333058,0.454938612,4.465526613,6.094626469,13.39659089,1527.223787,18,962.4364896,171.7602395,552,1392,959,416735,53.1838,56.1309,60.4885,962.4364896,7.143943702,40,31
1819,1819,41,1,2,1,1056.567766,0.841251653,0.40062165,0.476220936,4.887210916,5.809451786,12.19906842,1450.81324,18,963.28125,176.1074979,488,1466,964,400725,68.1461,56.7849,54.979,963.28125,7.022756876,41,31
1820,1820,42,1,2,1,1239.122042,0.925183547,0.604400957,0.653276811,5.118715014,5.532648121,8.469071649,1004.658393,18,1058.448387,303.8632734,423,1838,991,328119,125.606,28.103,75.102,1058.448387,6.213122778,42,31
1821,1821,44,1,2,1,1090.057359,0.669349711,0.362604369,0.54172634,4.520175024,6.753084298,12.46585924,1593.92635,18,952.9022222,167.240566,536,1432,927,428806,48.1844,70.9481,50.548,952.9022222,7.246470808,44,31
1822,1822,45,1,2,1,1073.343991,0.636512475,0.336398238,0.528502191,4.553682038,7.154112786,13.53658112,1847.209208,18,982.7538462,286.9133404,270,2071,945,511032,90.7826,68.7788,65.2475,982.7538462,7.611597681,45,31
1823,1823,46,1,2,1,1081.679139,0.831510949,0.486661033,0.585273151,5.407505893,6.503228728,11.1114421,1636.760242,18,973.5477707,188.4873757,503,1447,973,458541,78.5324,69.9233,51.88,973.5477707,7.310809811,46,31
1824,1824,47,1,2,1,1085.425079,0.676788118,0.337199989,0.498235682,4.375752696,6.465469151,12.97672847,1537.824018,18,970.3995327,217.5172592,407,1593,953,415331,84.041,51.3335,60.341,970.3995327,7.160433956,47,31
