Label,ID,Branch spot ID,Spot N links outgoing,Spot N links total,Spot N links incoming,Spot center intensity,Spot ellipsoid aspect ratios short/middle,Spot ellipsoid aspect ratios short/long,Spot ellipsoid aspect ratios middle/long,Spot ellipsoid properties short semi-axis,Spot ellipsoid properties middle semi-axis,Spot ellipsoid properties long semi-axes,Spot ellipsoid volume,frame,Spot intensity mean,Spot intensity std,Spot intensity min,Spot intensity max,Spot intensity median,Spot intensity sum,Spot position X,Spot position Y,Spot position Z,Spot quick mean,Spot radius,Spot track ID,Track N spots
,, ,N outgoing links,Spot N links,N incoming links,Center ch1,Aspect ratio between short and middle semi-axes,Aspect ratio between short and long semi-axes,Aspect ratio between middle and long semi-axes,Short semi-axis,Middle semi-axis,Long semi-axis,Volume, ,Mean ch1,Std ch1,Min ch1,Max ch1,Median ch1,Sum ch1,X,Y,Z,Mean ch1, , ,
,,,,,,(Counts),,,,(pixel),(pixel),(pixel),,,(Counts),(Counts),(Counts),(Counts),(Counts),(Counts),(pixel),(pixel),(pixel),(Counts),(pixel),,
690,690,19,1,2,1,1225.158821,0.836387525,0.333333086,0.398539046,4.431449358,5.298320722,13.29435792,1307.494922,7,1099.546875,244.6660171,482,2095,1107,422226,95.3458,40.1749,61.6515,1099.546875,6.783447485,19,31
691,691,20,1,2,1,1237.763049,0.758523594,0.391733473,0.51644204,4.478141814,5.903760737,11.4316037,1265.966929,7,1106.261456,262.7297637,391,1908,1071,410423,113.709,16.5786,69.0525,1106.261456,6.710855956,20,31
692,692,21,1,2,1,1117.28417,0.689219014,0.40199969,0.583268426,4.504378271,6.535481727,11.20492972,1381.6887,7,1000.239899,234.3889238,425,1712,970,396095,64.05,42.1448,56.418,1000.239899,6.909403127,21,31
693,693,22,1,2,1,1101.516332,0.590921806,0.336694787,0.569778917,4.24286685,7.180081706,12.60152226,1608.053188,7,988.0347072,219.5457536,495,1771,984,455484,68.4925,15.0859,58.959,988.0347072,7.267816162,22,31
694,694,23,1,2,1,1057.233797,0.60785743,0.394795779,0.64948746,4.24285134,6.980010655,10.74695214,1333.177038,7,951.3246753,221.6211953,448,1647,944,366260,47.7378,3.67426,57.57,951.3246753,6.827573833,23,42
695,695,24,1,2,1,1107.67758,0.735824825,0.348359714,0.473427509,4.442403029,6.037310617,12.75234435,1432.650046,7,981.5592417,200.4910363,481,1647,980,414218,11.0045,49.8523,58.0015,981.5592417,6.993327007,24,31
696,696,25,1,2,1,1007.84685,0.873359516,0.356124222,0.407763602,4.242851751,4.858081547,11.91396566,1028.649954,7,857.5,203.4533247,390,1363,857,202370,1.47985,56.8978,64.718,857.5,6.262191349,25,31
697,697,26,1,2,1,1145.866567,0.585578076,0.441527308,0.754002457,4.242862388,7.245596386,9.609512962,1237.436923,7,1032.715447,267.9265044,388,1836,1025,381072,123.54,57.3576,68.5205,1032.715447,6.660060184,26,31
698,698,27,1,2,1,1215.480691,0.811403116,0.387565364,0.477648356,4.409434405,5.434332599,11.37726642,1141.972482,7,1026.130952,304.4318625,392,1927,967,344780,133.63,49.5156,73.295,1026.130952,6.48418917,27,31
699,699,28,1,2,1,1207.999042,0.64942023,0.368334269,0.567173999,4.242850833,6.533290218,11.51902278,1337.500523,7,1028.233503,261.2821319,457,1921,1028,405124,112.742,65.7678,64.69,1028.233503,6.834946461,28,31
700,700,29,1,2,1,1295.089146,0.681244734,0.333333545,0.489300729,4.422632641,6.491988006,13.26788951,1595.691866,7,1112.726681,284.9877174,488,2205,1085,512967,100.498,54.9784,61.626,1112.726681,7.249145344,29,31
701,701,30,1,2,1,959.2749735,0.601563173,0.435166848,0.723393432,4.24285305,7.05304653,9.749945495,1222.152883,7,888.1956522,234.572496,358,1777,861,326856,139.647,69.7233,79.3255,888.1956522,6.632526223,30,31
702,702,31,1,2,1,1169.940737,0.78352539,0.430217077,0.549078667,4.561065364,5.821209397,10.60177666,1179.089517,7,1063.864407,241.133557,401,1782,1085,376608,113.32,40.1797,64.8215,1063.864407,6.553692438,31,31
703,703,32,1,2,1,1065.89444,0.621268453,0.372657217,0.599832834,4.242853911,6.829340665,11.38540652,1381.891695,7,903.1221374,270.0952031,360,1763,866,354927,130.128,4.66172,73.4375,903.1221374,6.909741481,32,35
704,704,33,1,2,1,1346.272829,0.814213605,0.360599879,0.442881176,4.278079614,5.254247275,11.8637855,1117.046534,7,1140.751462,279.9741289,552,1968,1113,390137,100.914,84.5563,57.853,1140.751462,6.436664685,33,31
705,705,34,1,2,1,1192.815239,0.731435613,0.399064371,0.545590567,4.365757881,5.968752137,10.93998412,1194.121429,7,1040.682997,221.8489249,539,1666,1024,361117,53.9278,21.3393,52.9325,1040.682997,6.581425368,34,31
706,706,35,1,2,1,1163.686516,0.731172946,0.352967578,0.482741574,4.435350551,6.066075853,12.56588656,1416.176982,7,1021.573171,212.6607219,562,1645,992,418845,46.4632,34.266,51.946,1021.573171,6.966419782,35,31
707,707,36,1,2,1,1177.065723,0.822385318,0.491488721,0.597638005,4.317279053,5.249703461,8.784085706,833.9309011,7,1059.728682,248.1116308,420,1759,1062,273410,95.3783,4.10317,63.355,1059.728682,5.839116665,36,33
708,708,37,1,2,1,1189.388931,0.846297696,0.369820998,0.43698689,4.429342222,5.233787402,11.97698952,1163.031808,7,1108.545994,242.1654635,499,1817,1093,373580,83.9543,13.921,60.676,1108.545994,6.523805348,37,31
709,709,38,1,2,1,604.5844799,0.942761664,0.942760965,0.999999258,13.33265482,14.14212661,14.14213711,11169.53284,7,588.3214914,67.16974663,371,844,583,1672598,29.7955,71.4343,109.4875,588.3214914,13.86698779,38,62
710,710,39,1,2,1,1187.394266,0.770570651,0.333333168,0.432579631,4.430874654,5.750121226,13.29263056,1418.619773,7,1017.637532,236.8332306,404,1734,1005,395861,94.45,96.7097,56.9455,1017.637532,6.970422986,39,26
711,711,40,1,2,1,1119.872715,0.745703906,0.333333116,0.447004653,4.312050674,5.782523919,12.93616047,1351.124277,7,993.4111675,204.7749922,471,1629,990,391404,51.1292,57.9919,51.499,993.4111675,6.858074986,40,31
712,712,41,1,2,1,1152.096026,0.883497099,0.352754836,0.399271074,4.897797877,5.543649077,13.88442449,1579.112537,7,1021.327394,182.6916366,533,1560,1030,458576,66.4408,59.335,52.765,1021.327394,7.223951542,41,31
713,713,42,1,2,1,1164.583397,0.786340489,0.555112951,0.705944764,5.003154233,6.362579953,9.012858053,1201.789166,7,974.799458,249.1047076,508,1778,935,359701,124.576,30.2128,74.167,974.799458,6.595482288,42,31
714,714,44,1,2,1,1133.884795,0.732984505,0.333333819,0.454762436,4.470705824,6.099318323,13.41209791,1531.943394,7,1016.452214,179.258808,527,1579,1021,436058,42.983,71.6302,55.749,1016.452214,7.151295154,44,31
715,715,45,1,2,1,1227.349014,0.83521191,0.386869314,0.463198991,4.730589966,5.663939786,12.22787591,1372.377426,7,1096.473684,314.2620912,486,2245,1061,437493,91.2443,73.3945,63.7145,1096.473684,6.893847184,45,31
716,716,46,1,2,1,1221.423069,0.675481904,0.368834877,0.54603221,4.305578094,6.374083548,11.67345704,1341.953048,7,1097.505076,213.9468228,580,1709,1109,432417,76.882,74.2806,53.4015,1097.505076,6.842522549,46,31
717,717,47,1,2,1,1102.161309,0.790698637,0.333333611,0.421568466,4.656173346,5.888682654,13.96850839,1604.301292,7,985.2419006,216.4442627,398,1568,1001,456167,83.9178,57.7854,57.0865,985.2419006,7.262159357,47,31
718,718,48,1,2,1,955.7332686,0.83353439,0.550953704,0.660984971,4.929922175,5.914479638,8.947978995,1092.87419,7,892.0838323,201.588479,397,1541,888,297956,135.373,21.0197,83.188,892.0838323,6.389896937,48,31
719,719,49,1,2,1,669.8873155,0.838691385,0.473298909,0.564330239,4.242852024,5.058895443,8.964423838,805.9805843,7,562.6336634,164.1431982,226,902,568,113652,148.583,22.9842,94.211,562.6336634,5.773138682,49,31
720,720,50,1,2,1,1015.511723,0.788112577,0.394506118,0.500570767,4.528843423,5.746442265,11.47977996,1251.435662,7,954.6054795,240.1354883,379,1663,927,348431,143.649,37.1156,79.0645,954.6054795,6.685080467,50,35
721,721,51,1,2,1,950.6072412,1,0.342403386,0.342403386,4.242855248,4.242855248,12.39139397,934.3835948,7,827.4491979,316.1263211,304,1619,798,154733,3.51399,99.134,59.84,827.4491979,6.06474016,51,24
722,722,52,1,2,1,1261.980107,0.705208718,0.333333569,0.472673636,4.465216255,6.331765537,13.3956393,1586.424383,7,1098.601336,291.0255022,481,1889,1109,493272,78.1312,90.0729,59.02,1098.601336,7.235084188,52,31
723,723,53,1,2,1,1196.104707,0.732953625,0.37166567,0.507079381,4.242850548,5.788702592,11.41577199,1174.445496,7,988.5638629,276.0815716,494,1772,950,317329,66.8686,96.8643,57.1185,988.5638629,6.545076883,53,28
724,724,106,1,2,1,799.9307019,0.887427608,0.470369765,0.530037336,4.242852777,4.781069171,9.020249789,766.461179,7,649.7866667,244.3736161,293,1414,597,97468,48.4385,99.6553,48.64375,649.7866667,5.677195518,54,43
725,725,55,1,2,1,974.2828113,0.575452416,0.33333361,0.579254862,4.300179928,7.472694199,12.90052909,1736.440753,7,919.5020833,173.0809843,497,1441,924,441361,31.7804,82.6181,55.561,919.5020833,7.4563071,55,31
726,726,56,1,2,1,1270.127081,0.873809651,0.382532834,0.437775932,4.577448279,5.238495906,11.96615785,1201.913993,7,1099.101408,245.3220088,518,1831,1080,390181,17.5937,72.8382,63.521,1099.101408,6.595710634,56,31
727,727,57,1,2,1,1075.296913,0.664306923,0.343605669,0.517239331,4.327320768,6.514038339,12.59385733,1487.01989,7,980.0329412,211.3461657,373,1567,967,416514,26.1939,59.8283,53.716,980.0329412,7.080697747,57,33
728,728,58,1,2,1,1235.567631,0.845612147,0.346598801,0.409879165,4.450160186,5.262649317,12.83951409,1259.555395,7,1067.462396,203.7632077,500,1708,1072,383219,21.5598,95.2332,49.98815,1067.462396,6.699507656,58,27
729,729,59,1,2,1,860.7921521,1,0.333333873,0.333333873,4.714045329,4.714045329,14.14211311,1316.407731,7,738.3192182,190.0355893,295,1170,761,226664,34.6191,98.2827,59.3975,738.3192182,6.798826183,59,25
730,730,60,1,2,1,1260.920705,0.94392355,0.340740756,0.360983425,4.2428504,4.494908937,12.45184302,994.7200297,7,1085.2,236.9140912,515,1698,1068,276726,2.11394,71.1495,63.5725,1085.2,6.192567529,60,31
731,731,61,1,2,1,1132.62614,0.97262779,0.381217532,0.391945959,4.24285249,4.362257107,11.12974125,862.8650314,7,942.5215311,248.464304,458,1716,911,196987,1.38335,87.9981,65.2045,942.5215311,5.905881834,61,32
732,732,62,1,2,1,1168.086602,0.766087322,0.404008119,0.527365625,4.607756251,6.014661933,11.40510805,1324.002278,7,1035,197.5331818,505,1624,1058,394335,11.3591,86.4923,54.5855,1035,6.811875592,62,31
733,733,63,1,2,1,600.3076274,0.577444846,0.56304968,0.975070925,7.822251024,13.54631717,13.89264803,6166.328123,7,562.5700062,80.88406242,325,858,559,904050,81.3506,10.5604,103.4985,562.5700062,11.3757317,63,38
734,734,98,1,2,1,818.7349859,0.763966615,0.743829474,0.973641333,7.096609998,9.289162451,9.540641029,2634.472452,7,775.2526636,85.29936574,592,1054,763,509341,8.89122,6.20084,135.449,775.2526636,8.567780877,64,50
735,735,65,1,2,1,591.4887531,0.788756922,0.788755861,0.999998654,11.15471099,14.14214022,14.14215926,9344.967483,7,582.1318162,65.05063628,409,828,578,1355785,43.8662,9.08601,105.279,582.1318162,13.066614,65,15
736,736,66,1,2,1,770.8160024,0.893923209,0.66322985,0.741931571,9.379488098,10.49249869,14.14213804,5829.908542,7,711.3030504,99.07581738,490,1122,703,1072645,61.997,83.269,127.31,711.3030504,11.16497386,66,22
737,737,67,1,2,1,617.602125,0.608530857,0.335986364,0.552127078,4.242846154,6.972277747,12.62803081,1564.790519,7,573.9829684,66.6751294,420,791,569,235907,73.3007,97.5156,108.3045,573.9829684,7.202045579,67,15
738,738,68,1,2,1,633.4434863,0.618526132,0.486176604,0.786024356,6.673634967,10.78957642,13.72677112,4140.224062,7,614.1171587,74.90146264,352,883,613,665703,98.5022,87.7965,118.7905,614.1171587,9.961201957,68,43
739,739,69,1,2,1,525.157211,0.51629946,0.3947763,0.764626599,4.273179318,8.276551975,10.8243056,1603.574785,7,515.7918288,54.0180954,331,656,518,265117,141.415,78.3057,138.8355,515.7918288,7.261062971,69,12
740,740,70,1,2,1,671.191162,0.793412595,0.433546364,0.546432419,5.688712438,7.169929585,13.12134736,2241.795089,7,646.0679443,55.60196285,478,826,647,370843,5.17384,87.3961,130.1935,646.0679443,8.118998005,70,14
741,741,71,1,2,1,582.3531211,0.814422394,0.402045813,0.49365761,5.551092166,6.815986656,13.8071135,2188.25875,7,548.6212914,46.70830515,364,679,549,314360,46.3168,96.0143,106.8945,548.6212914,8.053846626,71,12
742,742,74,1,2,1,542.2708328,0.932378097,0.473708289,0.508064583,4.87887669,5.232723405,10.29932726,1101.40004,7,527.4258065,65.20358443,324,686,528,163502,140.784,96.2946,138.2205,527.4258065,6.406470435,74,12
743,743,75,1,2,1,642.4014206,0.610388469,0.471121105,0.771838147,6.662661529,10.91544461,14.14214192,4308.171484,7,629.5499124,77.50619356,413,941,623,718946,102.232,8.77628,114.4155,629.5499124,10.09411212,75,31
744,744,76,1,2,1,619.0363172,0.60501016,0.393250559,0.649990009,5.561402698,9.192246788,14.14213551,3028.37479,7,581.5026178,54.71406664,412,731,584,444268,6.84068,95.7976,114.7405,581.5026178,8.975121523,76,29
745,745,77,1,2,1,561.9780122,0.616310447,0.338212486,0.548769678,4.242849089,6.884272543,12.54492151,1534.872122,7,533.8141593,48.54746022,420,699,532,180963,25.0997,98.5777,110.6205,533.8141593,7.155849471,77,24
746,746,100,1,2,1,564.2299396,0.941292876,0.892585273,0.948254571,9.804380113,10.41586562,10.98425037,4698.665642,7,553.3352745,84.39230723,310,822,553,665109,138.455,10.0515,133.2815,553.3352745,10.39031333,79,65
747,747,81,1,2,1,577.6972926,0.888400419,0.87598615,0.986026268,4.765754927,5.364422194,5.440445522,582.6097272,7,559.5,62.56129942,420,739,557,97353,144.858,34.0811,137.824,559.5,5.181192251,81,30
748,748,82,1,2,1,636.2198837,0.589051178,0.423735365,0.719352377,5.833536299,9.903275839,13.76693281,3331.475183,7,602.5319865,54.32730435,446,790,604,536856,25.48,37.5254,109.125,602.5319865,9.265083217,82,31
749,749,83,1,2,1,611.4704995,0.83332369,0.833323184,0.999999393,11.78498339,14.14214373,14.14215231,9872.981913,7,602.9538153,71.06784565,361,810,607,1501355,28.4632,26.1797,107.8315,602.9538153,13.30821813,83,32
750,750,84,1,2,1,598.7670989,0.573433493,0.402833871,0.702494492,5.627367396,9.813461302,13.96944945,3231.434698,7,559.7334096,49.39260956,426,732,558,489207,33.624,90.6656,104.0155,559.7334096,9.171399081,84,32
751,751,88,1,2,1,652.2363924,0.635673863,0.635672574,0.999997973,8.989775719,14.14211949,14.14214815,7531.254974,7,635.0340909,60.96298597,434,877,631,1229426,18.9102,55.8066,113.868,635.0340909,12.15979483,88,31
752,752,89,1,2,1,659.0750801,0.639346771,0.514538397,0.804787669,7.178932436,11.22854257,13.95218019,4711.009083,7,625.0484653,56.43046165,466,842,625,773810,9.60027,40.6745,113.63,625.0484653,10.39940385,89,47
753,753,91,1,2,1,677.9168161,0.530553961,0.530552903,0.999998008,7.503162084,14.14212812,14.1421563,6285.84022,7,645.271719,80.08155204,414,961,637,1047276,90.1863,28.9369,108.8845,645.271719,11.4487545,91,31
754,754,92,1,2,1,610.9987368,0.870148166,0.870147901,0.999999695,12.30575627,14.14213894,14.14214326,10309.25425,7,593.8100643,63.58064449,338,800,593,1569440,60.7048,33.6809,105.0355,593.8100643,13.5014231,92,32
755,755,93,1,2,1,649.7528478,0.540706602,0.533283602,0.986271666,6.862882203,12.69243277,12.86910413,4695.570232,7,622.9388097,58.03787335,409,832,623,743166,5.43009,73.4025,114.5385,622.9388097,10.38803116,93,43
756,756,102,1,2,1,552.2522398,0.723481776,0.528693645,0.730762907,6.054681797,8.368810386,11.45215542,2430.697389,7,535.434375,69.64128122,324,726,536,342678,140.481,60.7454,132.902,535.434375,8.340922675,72,47
757,757,104,1,2,1,578.7515413,0.863065636,0.780719612,0.904588921,7.064592183,8.185463414,9.048821205,2191.850782,7,557.3460208,60.86870827,358,746,559,322146,139.335,46.4686,135.8675,557.3460208,8.058251019,78,42
758,758,95,1,2,1,826.3752729,0.998360988,0.477855946,0.478640443,4.242859505,4.249825018,8.87895095,670.6253501,7,675.3607595,210.7487174,240,1161,674,106707,148.927,49.8986,93.119,675.3607595,5.429966108,18,60
759,759,86,1,2,1,614.8429486,0.813245495,0.813245289,0.999999747,11.50102819,14.14213576,14.14213934,9635.081468,7,601.2664204,65.7846655,373,869,602,1464685,80.3944,49.1753,108.1425,601.2664204,13.2004558,86,38
760,760,97,1,2,1,744.549593,0.804630621,0.567399982,0.705168269,4.242858442,5.273051175,7.477720439,700.7746166,7,619.6942675,173.9036597,292,1059,611,97292,149.028,80.9554,95.332,619.6942675,5.510147836,17,50
761,761,90,1,2,1,744.7440071,0.727009033,0.727008589,0.999999389,10.28147012,14.14214907,14.1421577,8613.405903,7,729.237983,114.4161878,466,1170,708,1547443,83.7295,70.5593,130.02,729.237983,12.71633913,90,55
762,762,5,1,2,1,1162.125051,0.78646753,0.356101923,0.452786555,4.242851059,5.394820382,11.91470975,1142.370166,7,1028.910072,277.3530037,455,1758,1035,286037,111.299,98.2277,69.9395,1028.910072,6.484941775,5,26
763,763,99,1,2,1,716.6842694,0.553433044,0.467386163,0.844521606,5.034165814,9.096250876,10.77089185,2065.999539,7,667.6425926,62.59917579,499,864,665,360527,14.5548,3.42387,115.209,667.6425926,7.90097226,64,50
764,764,85,1,2,1,578.9878553,0.770689622,0.449721976,0.583531896,4.242854529,5.505270092,9.434394476,923.0801521,7,557.5959184,52.24081204,419,739,556,136611,84.7259,97.7948,118.3795,557.5959184,6.040185381,85,19
765,765,43,1,2,1,852.6712522,0.794344206,0.473700277,0.596341326,4.493855676,5.657315357,9.486706876,1010.261028,7,832.0990415,183.9811335,368,1365,818,260447,143.574,5.67643,84.149,832.0990415,6.22465086,43,39
766,766,101,1,2,1,629.8384388,0.76193732,0.72393128,0.950119204,10.23793738,13.43671862,14.14213981,8149.095881,7,615.9098361,75.15600158,360,867,618,1277397,119.307,12.3731,126.626,615.9098361,12.48361231,79,65
767,767,103,1,2,1,641.479249,0.642558046,0.434492467,0.676191777,4.763925614,7.414000408,10.96434571,1622.142142,7,591.7827957,68.58802333,388,879,592,275179,122.069,59.3404,126.165,591.7827957,7.288980123,72,47
768,768,105,1,2,1,690.4020878,0.617609111,0.377952145,0.611960119,5.34504478,8.654413741,14.1421205,2740.262353,7,636.7267833,71.51999642,410,864,636,473088,124.634,46.5481,127.748,636.7267833,8.680961797,78,42
769,769,107,1,2,1,1212.285586,0.812781089,0.345316722,0.424858214,4.242849588,5.220162776,12.286835,1139.909352,7,1075.020833,217.618349,475,1588,1064,361207,51.608,90.0706,58.1585,1075.020833,6.480281958,54,43
770,770,73,1,2,1,597.3295083,0.984203156,0.915117037,0.929805022,12.94173758,13.14945751,14.14216659,10081.03177,7,573.0191182,81.44357698,317,968,571,1468648,122.353,84.9163,129.209,573.0191182,13.40104889,73,31
771,771,80,1,2,1,659.9308462,0.826233002,0.369803573,0.447577829,5.108611177,6.183015162,13.81439106,1827.778296,7,621.5447471,70.8456504,444,869,618,319474,119.125,30.3941,126.5335,621.5447471,7.584814588,80,13
772,772,87,1,2,1,638.9326136,0.414981531,0.414981284,0.999999406,5.868721841,14.1421278,14.14213621,4916.566393,7,613.3021638,64.92426937,404,876,611,793613,105.704,44.5803,118.774,613.3021638,10.54850953,87,51
773,773,0,1,2,1,1262.874898,0.893049685,0.33333362,0.373253164,4.532321003,5.075105091,13.59695131,1310.074075,8,1122.739474,243.783227,639,1827,1096,426641,61.7111,77.5461,60.753,1122.739474,6.787904879,0,31
774,774,1,1,2,1,951.7655803,0.794647199,0.421957911,0.531000313,4.24285057,5.3392884,10.05515114,954.1536776,8,800.123348,249.8502255,247,1532,773,181628,111.315,1.26472,69.2385,800.123348,6.107215428,1,31
775,775,2,1,2,1,1155.702615,0.638958307,0.345404096,0.540573762,4.242849259,6.640259959,12.28372596,1449.644168,8,1019.779859,224.1985272,408,1756,1010,435446,34.4958,18.2751,57.1905,1019.779859,7.020870046,2,31
776,776,3,1,2,1,1178.229333,0.752904786,0.400293812,0.531665915,4.537058709,6.026072346,11.33432138,1298.054336,8,1055.894057,302.2139407,479,2552,1027,408631,79.1854,35.238,56.9795,1055.894057,6.767081718,3,31
777,777,4,1,2,1,1230.49083,0.726316681,0.34419621,0.473892751,4.242849833,5.84159767,12.32683483,1279.762823,8,1051.451039,340.7197452,331,2169,1025,354339,142.327,97.4393,75.485,1051.451039,6.735145157,4,25
778,778,6,1,2,1,1218.913951,0.814349913,0.376195089,0.461957548,4.242851359,5.210108447,11.27832734,1044.330315,8,1041.064516,274.9378654,460,1938,1070,258184,126.459,98.3933,70.9955,1041.064516,6.293850535,6,24
779,779,7,1,2,1,1270.522109,0.862893604,0.333333558,0.386297403,4.444007239,5.150121887,13.33201271,1278.134606,8,1099.418033,261.0049758,510,2006,1066,402387,37.8897,48.7039,59.482,1099.418033,6.732287614,7,31
780,780,8,1,2,1,1131.383312,0.827481133,0.433728577,0.524155246,4.908368321,5.931698165,11.31668187,1380.142421,8,995.7146402,206.9282459,534,1641,990,401273,96.8666,24.2719,66.0115,995.7146402,6.906824675,8,31
781,781,9,1,2,1,1329.628579,0.766606384,0.503741581,0.657105903,4.423482235,5.770213143,8.781252939,938.860871,8,1124.552817,275.8568034,599,1908,1096,319373,24.1473,4.24225,61.5925,1124.552817,6.074411513,9,34
782,782,10,1,2,1,1150.975001,0.703843902,0.416227008,0.591362667,4.242852639,6.028115928,10.19360244,1092.083498,8,1027.03537,301.2120602,344,1921,989,319408,17.2242,20.4671,62.314,1027.03537,6.38835554,10,31
783,783,11,1,2,1,1157.605202,0.883638513,0.453394227,0.513099214,4.758162217,5.384738382,10.4945364,1126.304241,8,1031.009259,198.7489274,516,1583,1023,334047,3.83013,30.6884,62.9695,1031.009259,6.454397427,11,40
784,784,12,1,2,1,1023.212042,0.994599461,0.378634484,0.380690418,4.242851862,4.265889969,11.20566678,849.5595603,8,871.2247706,213.1149274,423,1337,893,189927,1.82111,14.2395,70.655,871.2247706,5.875368007,12,31
785,785,13,1,2,1,1100.92779,0.932973207,0.37898976,0.406217196,4.242854475,4.547670228,11.19516916,904.8287057,8,941.5399061,233.4584617,409,1537,936,200548,9.1852,1.33433,69.5125,941.5399061,6.00011057,13,38
786,786,14,1,2,1,1214.524461,0.767773904,0.415385078,0.541025263,4.569659928,5.951830227,11.00102091,1253.302816,8,1062.40107,230.1058495,549,1691,1061,397338,21.2527,38.1773,57.064,1062.40107,6.68840355,14,31
787,787,15,1,2,1,1343.610659,0.753321077,0.450702985,0.598288033,4.242855124,5.632200208,9.413860713,942.3075363,8,1117.442907,367.8759194,372,2322,1061,322941,127.768,80.0801,73.801,1117.442907,6.081835721,15,31
788,788,16,1,2,1,1194.306075,0.773620241,0.39204303,0.506764184,4.474502869,5.783849274,11.41329528,1237.261276,8,1079.923497,241.3270722,388,1698,1098,395252,115.479,81.4259,65.9295,1079.923497,6.65974505,16,31
789,789,96,1,2,1,1009.471257,0.635321286,0.377077326,0.593522262,4.242849805,6.678274286,11.25193563,1335.481138,8,920.5948718,250.5104095,353,1659,929,359032,141.234,84.6568,81.397,920.5948718,6.831504883,17,50
790,790,94,1,2,1,921.6624147,0.766364403,0.411909309,0.537484919,4.242854766,5.536341132,10.30045856,1013.505656,8,830.1286765,209.2349665,326,1505,833,225795,147.183,61.8544,87.143,830.1286765,6.231307585,18,60
791,791,19,1,2,1,1194.91889,0.838503971,0.333333229,0.397533274,4.450265802,5.307387869,13.35080158,1320.878068,8,1065.706806,231.4432588,588,2094,1063,407100,96.1031,39.7789,61.097,1065.706806,6.806513444,19,31
792,792,20,1,2,1,1233.156831,0.847831051,0.42844356,0.505340727,4.79293388,5.653170965,11.1868501,1269.66745,8,1062.462366,258.0095616,556,1857,1035,395236,113.456,16.7675,68.116,1062.462366,6.717388382,20,31
793,793,21,1,2,1,1046.394687,0.72871628,0.387999331,0.532442244,4.83500595,6.634963543,12.46137702,1674.51946,8,928.3068894,229.6374434,390,1699,903,444659,63.5847,41.1091,56.6715,928.3068894,7.36660183,21,31
794,794,22,1,2,1,1074.904491,0.566307889,0.342767246,0.605266592,4.242857301,7.492138782,12.37824603,1648.207776,8,952.1480687,229.3529598,444,1730,949,443701,68.0217,14.993,58.409,952.1480687,7.327814212,22,31
795,795,23,1,2,1,1078.614908,0.619576626,0.392287696,0.633154447,4.242854585,6.847990075,10.81567082,1316.325638,8,974.7564767,201.77437,475,1578,969,376256,48.3044,3.68135,56.5555,974.7564767,6.798684852,23,42
796,796,24,1,2,1,1096.285989,0.716532419,0.349118743,0.487233702,4.433604242,6.187583596,12.69941625,1459.319451,8,1006.808612,188.8092987,540,1515,1005,420846,10.7646,50.3509,57.998,1006.808612,7.036455098,24,31
797,797,25,1,2,1,900.6426749,1,0.333333423,0.333333423,4.579824534,4.579824534,13.73946988,1207.136173,8,763.3241107,217.1265031,370,1305,753,193121,0.991079,56.7944,63.0285,763.3241107,6.60524937,25,31
798,798,26,1,2,1,1161.898533,0.62896327,0.419989107,0.667748224,4.2428472,6.745778966,10.10227915,1211.148715,8,1032.737569,259.1153182,448,1916,1039,373851,123.656,57.8186,69.567,1032.737569,6.612559931,26,31
799,799,27,1,2,1,1135.895768,0.739149625,0.397371468,0.537606264,4.242852038,5.740180197,10.67729411,1089.264195,8,1005.693498,298.4648749,394,1879,959,324839,133.107,49.4753,74.592,1005.693498,6.382853447,27,31
800,800,28,1,2,1,1268.499555,0.699302278,0.389121288,0.556442185,4.335985296,6.200444974,11.14301743,1254.879653,8,1082.169811,252.3608758,488,1910,1069,401485,112.062,65.6558,64.0415,1082.169811,6.69120737,28,31
801,801,29,1,2,1,1172.190202,0.647870701,0.333333319,0.514505932,4.409449192,6.806063592,13.22834815,1662.932309,8,1040.59408,237.4373872,433,1803,1021,492201,100.147,54.7944,61.657,1040.59408,7.349570959,29,31
802,802,30,1,2,1,1034.550037,0.667402426,0.439950333,0.659197983,4.242853555,6.357264208,9.643937586,1089.61056,8,941.367284,268.6003816,422,1902,907,305003,140.617,70.316,77.7445,941.367284,6.383529916,30,31
803,803,31,1,2,1,1129.189856,0.81509811,0.399474277,0.49009349,4.550605715,5.582893226,11.3914862,1212.264891,8,1066.625698,226.1570551,516,1879,1067,381852,113.668,40.5297,65.2385,1066.625698,6.614590651,31,31
804,804,32,1,2,1,998.1926214,0.587609505,0.385780691,0.656525613,4.242851528,7.220529095,10.998092,1411.343783,8,874.0936709,234.0472941,360,1759,864,345267,129.684,4.40709,73.4885,874.0936709,6.958485636,32,35
805,805,33,1,2,1,1327.962707,0.81732245,0.341638303,0.417996964,4.268048453,5.221988523,12.49288624,1166.317116,8,1113.694286,286.4116914,473,2039,1081,389793,100.828,84.3892,57.0995,1113.694286,6.529942342,33,31
806,806,34,1,2,1,1154.669025,0.791101682,0.407491265,0.515093412,4.58037635,5.789870575,11.24042831,1248.652206,8,1021.024523,193.876762,533,1627,1005,374716,53.2275,21.2757,53.272,1021.024523,6.680120447,34,31
807,807,35,1,2,1,1161.20731,0.749717098,0.335723436,0.447800159,4.385633479,5.849717837,13.06323304,1403.804194,8,1036.633252,204.4971294,610,1588,1022,423983,45.6683,33.8643,52.279,1036.633252,6.946072449,35,31
